,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
1881,Piyush Chawla,4.0,21,1,11,5.25,24.0,MI,Zayed Cricket Stadium,19 September 2020
1882,Yuzvendra Chahal,4.0,21,1,7,5.25,24.0,CSK,Dubai International Stadium,25 October 2020
1883,Sandeep Sharma,4.0,21,0,9,5.25,0.0,RCB,Zayed Cricket Stadium,06 November 2020
1884,Navdeep Saini,4.0,21,0,14,5.25,0.0,PBKS,Sharjah Cricket Stadium,15 October 2020
1885,Washington Sundar,3.0,16,2,7,5.33,9.0,CSK,Dubai International Stadium,10 October 2020
1886,Krunal Pandya,3.0,16,0,8,5.33,0.0,CSK,Sharjah Cricket Stadium,23 October 2020
1887,Rahul Chahar,4.0,22,2,13,5.5,12.0,CSK,Sharjah Cricket Stadium,23 October 2020
1888,Anrich Nortje,4.0,22,2,13,5.5,12.0,RCB,Dubai International Stadium,05 October 2020
1889,Ravichandran Ashwin,4.0,22,2,9,5.5,12.0,RR,Sharjah Cricket Stadium,09 October 2020
1890,Krunal Pandya,4.0,22,1,11,5.5,24.0,DC,Dubai International Stadium,05 November 2020
1891,Ravi Bishnoi,4.0,22,1,9,5.5,24.0,DC,Dubai International Stadium,20 September 2020
1892,Jasprit Bumrah,4.0,22,1,12,5.5,24.0,KKR,Zayed Cricket Stadium,16 October 2020
1893,Rashid Khan,4.0,22,1,11,5.5,24.0,MI,Sharjah Cricket Stadium,04 October 2020
1894,Sunil Narine,4.0,22,1,8,5.5,24.0,MI,Zayed Cricket Stadium,23 September 2020
1895,Chris Morris,4.0,22,0,12,5.5,0.0,PBKS,Sharjah Cricket Stadium,15 October 2020
1896,Rashid Khan,4.0,22,0,11,5.5,0.0,RCB,Zayed Cricket Stadium,06 November 2020
1897,Kamlesh Nagarkoti,2.0,11,0,7,5.5,0.0,DC,Zayed Cricket Stadium,24 October 2020
1898,Sheldon Cottrell,3.0,17,2,12,5.66,9.0,RCB,Dubai International Stadium,24 September 2020
1899,Navdeep Saini,3.0,17,1,8,5.66,18.0,KKR,Sharjah Cricket Stadium,12 October 2020
1900,Ravindra Jadeja,3.0,17,1,5,5.66,18.0,PBKS,Zayed Cricket Stadium,01 November 2020
1901,Deepak Chahar,3.0,17,0,9,5.66,0.0,PBKS,Dubai International Stadium,04 October 2020
1902,Murugan Ashwin,4.0,23,2,7,5.75,12.0,RCB,Sharjah Cricket Stadium,15 October 2020
1903,Mitchell Santner,4.0,23,1,7,5.75,24.0,RCB,Dubai International Stadium,25 October 2020
1904,Varun Chakaravarthy,4.0,23,1,10,5.75,24.0,MI,Zayed Cricket Stadium,16 October 2020
1905,Amit Mishra,4.0,23,0,6,5.75,0.0,CSK,Dubai International Stadium,25 September 2020
1906,Mohammad Nabi,4.0,23,0,5,5.75,0.0,KKR,Zayed Cricket Stadium,26 September 2020
1907,Sunil Narine,4.0,23,0,5,5.75,0.0,CSK,Dubai International Stadium,29 October 2020
1908,Axar Patel,4.0,23,0,5,5.75,0.0,CSK,Sharjah Cricket Stadium,17 October 2020
1909,Krunal Pandya,4.0,23,0,11,5.75,0.0,KKR,Zayed Cricket Stadium,16 October 2020
1910,T Natarajan,4.0,23,0,10,5.75,0.0,PBKS,Dubai International Stadium,24 October 2020
1911,Kagiso Rabada,4.0,24,4,9,6.0,6.0,RCB,Dubai International Stadium,05 October 2020
1912,Arshdeep Singh,3.5,23,3,9,6.0,7.66,SRH,Dubai International Stadium,24 October 2020
1913,Yuzvendra Chahal,4.0,24,3,10,6.0,8.0,RR,Zayed Cricket Stadium,03 October 2020
1914,Jofra Archer,4.0,24,3,11,6.0,8.0,DC,Sharjah Cricket Stadium,09 October 2020
1915,Jasprit Bumrah,4.0,24,3,12,6.0,8.0,PBKS,Dubai International Stadium,18 October 2020
1916,Yuzvendra Chahal,3.1,19,2,8,6.0,9.5,SRH,Sharjah Cricket Stadium,31 October 2020
1917,Sheldon Cottrell,4.0,24,2,13,6.0,12.0,DC,Dubai International Stadium,20 September 2020
1918,James Pattinson,3.1,19,2,9,6.0,9.5,RR,Zayed Cricket Stadium,06 October 2020
1919,Rashid Khan,4.0,24,1,13,6.0,24.0,RCB,Sharjah Cricket Stadium,31 October 2020
1920,Ravi Bishnoi,2.0,12,1,5,6.0,12.0,MI,Dubai International Stadium,18 October 2020
1921,Rahul Chahar,4.0,24,1,10,6.0,24.0,DC,Dubai International Stadium,31 October 2020
1922,Washington Sundar,4.0,24,1,7,6.0,24.0,DC,Zayed Cricket Stadium,02 November 2020
1923,Imran Tahir,4.0,24,1,6,6.0,24.0,PBKS,Zayed Cricket Stadium,01 November 2020
1924,Sam Curran,3.0,18,1,11,6.0,18.0,SRH,Dubai International Stadium,13 October 2020
1925,Yuzvendra Chahal,4.0,24,1,7,6.0,24.0,SRH,Zayed Cricket Stadium,06 November 2020
1926,Kamlesh Nagarkoti,4.0,24,1,12,6.0,24.0,RR,Dubai International Stadium,01 November 2020
1927,Pat Cummins,3.0,18,0,9,6.0,0.0,RCB,Zayed Cricket Stadium,21 October 2020
1928,Kuldeep Yadav,3.0,18,0,5,6.0,0.0,SRH,Zayed Cricket Stadium,18 October 2020
1929,Krunal Pandya,2.0,12,0,5,6.0,0.0,PBKS,Dubai International Stadium,18 October 2020
1930,Jayant Yadav,3.0,18,0,6,6.0,0.0,DC,Dubai International Stadium,31 October 2020
1931,Glenn Maxwell,4.0,24,0,9,6.0,0.0,MI,Dubai International Stadium,18 October 2020
1932,Rahul Tewatia,4.0,25,3,11,6.25,8.0,KKR,Dubai International Stadium,01 November 2020
1933,Jason Holder,4.0,25,3,10,6.25,8.0,RCB,Zayed Cricket Stadium,06 November 2020
1934,James Pattinson,4.0,25,2,13,6.25,12.0,KKR,Zayed Cricket Stadium,23 September 2020
1935,Jason Holder,4.0,25,2,10,6.25,12.0,MI,Sharjah Cricket Stadium,03 November 2020
1936,Karn Sharma,4.0,25,2,5,6.25,12.0,KKR,Zayed Cricket Stadium,07 October 2020
1937,Chris Jordan,4.0,25,2,11,6.25,12.0,KKR,Sharjah Cricket Stadium,26 October 2020
1938,Navdeep Saini,4.0,25,2,9,6.25,12.0,SRH,Dubai International Stadium,21 September 2020
1939,Bhuvneshwar Kumar,4.0,25,2,13,6.25,12.0,DC,Zayed Cricket Stadium,29 September 2020
1940,Varun Chakaravarthy,4.0,25,2,7,6.25,12.0,RR,Dubai International Stadium,30 September 2020
1941,Jasprit Bumrah,4.0,25,2,13,6.25,12.0,CSK,Sharjah Cricket Stadium,23 October 2020
1942,Rashid Khan,4.0,25,2,10,6.25,12.0,RR,Dubai International Stadium,11 October 2020
1943,Yuzvendra Chahal,4.0,25,1,8,6.25,24.0,PBKS,Dubai International Stadium,24 September 2020
1944,Ravi Bishnoi,4.0,25,1,7,6.25,24.0,KKR,Zayed Cricket Stadium,10 October 2020
1945,Nathan Coulter-Nile,4.0,25,1,14,6.25,24.0,CSK,Sharjah Cricket Stadium,23 October 2020
1946,Anrich Nortje,4.0,25,1,13,6.25,24.0,RR,Sharjah Cricket Stadium,09 October 2020
1947,Rashid Khan,4.0,25,1,8,6.25,24.0,KKR,Zayed Cricket Stadium,26 September 2020
1948,Jofra Archer,4.0,25,1,14,6.25,24.0,SRH,Dubai International Stadium,11 October 2020
1949,Arshdeep Singh,4.0,25,1,15,6.25,24.0,KKR,Zayed Cricket Stadium,10 October 2020
1950,Moeen Ali,3.0,7,3,11,2.33,6.0,RR,Wankhede Stadium,19 April 2021
1951,Yuzvendra Chahal,4.0,11,3,16,2.75,8.0,MI,Dubai International Stadium,26 September 2021
1952,Shardul Thakur,4.0,11,1,17,2.75,24.0,RCB,Wankhede Stadium,25 April 2021
1953,Andre Russell,3.0,9,3,10,3.0,6.0,RCB,Zayed Cricket Stadium,20 September 2021
1954,Moises Henriques,4.0,12,3,13,3.0,8.0,RCB,Sharjah Cricket Stadium,03 October 2021
1955,Jimmy Neesham,4.0,12,3,13,3.0,8.0,RR,Sharjah Cricket Stadium,05 October 2021
1956,Anrich Nortje,4.0,12,2,14,3.0,12.0,SRH,Dubai International Stadium,22 September 2021
1957,Sunil Narine,4.0,12,0,12,3.0,0.0,SRH,Dubai International Stadium,03 October 2021
1958,Deepak Chahar,4.0,13,4,18,3.25,6.0,PBKS,Wankhede Stadium,16 April 2021
1959,Varun Chakaravarthy,4.0,13,3,15,3.25,8.0,RCB,Zayed Cricket Stadium,20 September 2021
1960,Ravindra Jadeja,4.0,13,3,15,3.25,8.0,RCB,Wankhede Stadium,25 April 2021
1961,Shardul Thakur,4.0,13,2,12,3.25,12.0,DC,Dubai International Stadium,04 October 2021
1962,Krunal Pandya,4.0,13,1,13,3.25,24.0,KKR,Chidambaram,13 April 2021
1963,Shivam Mavi,4.0,13,1,15,3.25,24.0,PBKS,Narendra Modi Stadium,26 April 2021
1964,Nathan Coulter-Nile,4.0,14,4,16,3.5,6.0,RR,Sharjah Cricket Stadium,05 October 2021
1965,Shahbaz Ahmed,2.0,7,3,6,3.5,4.0,SRH,Chidambaram,14 April 2021
1966,Jasprit Bumrah,4.0,14,2,18,3.5,12.0,RR,Sharjah Cricket Stadium,05 October 2021
1967,Mohammad Shami,4.0,14,2,17,3.5,12.0,SRH,Sharjah Cricket Stadium,25 September 2021
1968,Jasprit Bumrah,4.0,14,1,12,3.5,24.0,SRH,Chidambaram,17 April 2021
1969,Varun Chakaravarthy,4.0,14,1,16,3.5,24.0,RR,Sharjah Cricket Stadium,07 October 2021
1970,Arshdeep Singh,2.0,7,1,8,3.5,12.0,CSK,Wankhede Stadium,16 April 2021
1971,Avesh Khan,4.0,15,3,16,3.75,8.0,MI,Sharjah Cricket Stadium,02 October 2021
1972,Jaydev Unadkat,4.0,15,3,15,3.75,8.0,DC,Wankhede Stadium,15 April 2021
1973,Jasprit Bumrah,4.0,15,1,12,3.75,24.0,RR,Arun Jaitley Stadium,29 April 2021
1974,Imran Tahir,4.0,16,2,14,4.0,12.0,RCB,Wankhede Stadium,25 April 2021
1975,Yuzvendra Chahal,4.0,16,2,8,4.0,12.0,KKR,Sharjah Cricket Stadium,11 October 2021
1976,Sam Curran,3.0,12,1,12,4.0,18.0,PBKS,Wankhede Stadium,16 April 2021
1977,Moises Henriques,3.0,12,0,9,4.0,0.0,MI,Chidambaram,23 April 2021
1978,Harshal Patel,4.0,17,2,7,4.25,12.0,KKR,Chidambaram,18 April 2021
1979,Ravi Bishnoi,4.0,17,2,10,4.25,12.0,RCB,Narendra Modi Stadium,30 April 2021
1980,Dwayne Bravo,4.0,17,2,10,4.25,12.0,SRH,Sharjah Cricket Stadium,30 September 2021
1981,Trent Boult,4.0,17,1,16,4.25,24.0,RCB,Dubai International Stadium,26 September 2021
1982,Rashid Khan,4.0,17,1,11,4.25,24.0,PBKS,Chidambaram,21 April 2021
1983,Rashid Khan,4.0,17,1,11,4.25,24.0,PBKS,Sharjah Cricket Stadium,25 September 2021
1984,Lalit Yadav,4.0,17,1,7,4.25,24.0,MI,Chidambaram,20 April 2021
1985,Avesh Khan,3.0,13,3,9,4.33,6.0,KKR,Sharjah Cricket Stadium,28 September 2021
1986,Lalit Yadav,3.0,13,2,6,4.33,9.0,KKR,Narendra Modi Stadium,29 April 2021
1987,Axar Patel,3.0,13,0,10,4.33,0.0,KKR,Sharjah Cricket Stadium,28 September 2021
1988,Lockie Ferguson,4.0,18,3,17,4.5,8.0,RR,Sharjah Cricket Stadium,07 October 2021
1989,Sunil Narine,4.0,18,2,10,4.5,12.0,DC,Sharjah Cricket Stadium,28 September 2021
1990,Rashid Khan,4.0,18,2,10,4.5,12.0,RCB,Chidambaram,14 April 2021
1991,Axar Patel,4.0,18,2,6,4.5,12.0,CSK,Dubai International Stadium,04 October 2021
1992,Anrich Nortje,4.0,18,2,12,4.5,12.0,RR,Zayed Cricket Stadium,25 September 2021
1993,Yuzvendra Chahal,4.0,18,2,11,4.5,12.0,RR,Dubai International Stadium,29 September 2021
1994,Kieron Pollard,2.0,9,0,3,4.5,0.0,RR,Sharjah Cricket Stadium,05 October 2021
1995,Abhishek Sharma,2.0,9,0,6,4.5,0.0,CSK,Sharjah Cricket Stadium,30 September 2021
1996,Siddarth Kaul,3.4,17,1,11,4.63,22.0,KKR,Dubai International Stadium,03 October 2021
1997,Dan Christian,3.0,14,2,8,4.66,9.0,SRH,Zayed Cricket Stadium,06 October 2021
1998,Ravindra Jadeja,3.0,14,1,5,4.66,18.0,SRH,Sharjah Cricket Stadium,30 September 2021
1999,Ravichandran Ashwin,3.0,14,0,5,4.66,0.0,RR,Wankhede Stadium,15 April 2021
2000,Jason Holder,4.0,19,3,9,4.75,8.0,PBKS,Sharjah Cricket Stadium,25 September 2021
2001,Harpreet Brar,4.0,19,3,15,4.75,8.0,RCB,Narendra Modi Stadium,30 April 2021
2002,Rahul Chahar,4.0,19,3,13,4.75,8.0,SRH,Chidambaram,17 April 2021
2003,Deepak Chahar,4.0,19,2,13,4.75,12.0,MI,Dubai International Stadium,19 September 2021
2004,Mohammed Siraj,4.0,19,2,10,4.75,12.0,KKR,Sharjah Cricket Stadium,11 October 2021
2005,Harshal Patel,4.0,19,2,10,4.75,12.0,KKR,Sharjah Cricket Stadium,11 October 2021
2006,Nathan Coulter-Nile,4.0,19,1,12,4.75,24.0,DC,Sharjah Cricket Stadium,02 October 2021
2007,Shivam Mavi,4.0,19,1,17,4.75,24.0,RR,Wankhede Stadium,24 April 2021
2008,Rahul Chahar,4.0,19,1,8,4.75,24.0,PBKS,Chidambaram,23 April 2021
2009,Anrich Nortje,4.0,19,1,15,4.75,24.0,MI,Sharjah Cricket Stadium,02 October 2021
2010,Ravi Bishnoi,4.0,19,0,9,4.75,0.0,KKR,Narendra Modi Stadium,26 April 2021
2011,Ravindra Jadeja,4.0,19,0,14,4.75,0.0,PBKS,Wankhede Stadium,16 April 2021
2012,Nathan Coulter-Nile,4.0,19,0,10,4.75,0.0,PBKS,Zayed Cricket Stadium,28 September 2021
2013,Mustafizur Rahman,4.0,20,3,12,5.0,8.0,SRH,Arun Jaitley Stadium,02 May 2021
2014,Shahbaz Ahmed,2.0,10,2,2,5.0,6.0,RR,Dubai International Stadium,29 September 2021
2015,Shardul Thakur,4.0,20,2,10,5.0,12.0,KKR,Zayed Cricket Stadium,26 September 2021
2016,Lockie Ferguson,2.0,10,2,6,5.0,6.0,DC,Sharjah Cricket Stadium,28 September 2021
2017,Shakib Al Hasan,4.0,20,1,10,5.0,24.0,SRH,Dubai International Stadium,03 October 2021
2018,Dwayne Bravo,2.0,10,1,6,5.0,12.0,PBKS,Wankhede Stadium,16 April 2021
2019,Mohammed Siraj,3.0,15,1,12,5.0,18.0,MI,Dubai International Stadium,26 September 2021
2020,Deepak Hooda,3.0,15,1,9,5.0,18.0,MI,Chidambaram,23 April 2021
2021,Sunil Narine,4.0,20,1,10,5.0,24.0,MI,Zayed Cricket Stadium,23 September 2021
2022,Sandeep Sharma,4.0,20,1,12,5.0,24.0,PBKS,Sharjah Cricket Stadium,25 September 2021
2023,Ravichandran Ashwin,4.0,20,1,14,5.0,24.0,RR,Zayed Cricket Stadium,25 September 2021
2024,Nathan Ellis,4.0,20,1,13,5.0,24.0,MI,Zayed Cricket Stadium,28 September 2021
2025,Ravichandran Ashwin,4.0,20,1,8,5.0,24.0,CSK,Dubai International Stadium,04 October 2021
2026,Sunil Narine,4.0,20,0,12,5.0,0.0,RCB,Zayed Cricket Stadium,20 September 2021
2027,Kieron Pollard,2.0,10,0,5,5.0,0.0,SRH,Chidambaram,17 April 2021
2028,Jayant Yadav,4.0,20,0,16,5.0,0.0,PBKS,Chidambaram,23 April 2021
2029,Yuzvendra Chahal,2.0,10,0,5,5.0,0.0,DC,Narendra Modi Stadium,27 April 2021
2030,Sunil Narine,4.0,20,0,11,5.0,0.0,RR,Wankhede Stadium,24 April 2021
2031,Varun Chakaravarthy,4.0,20,0,7,5.0,0.0,RCB,Sharjah Cricket Stadium,11 October 2021
2032,Bhuvneshwar Kumar,4.0,20,0,14,5.0,0.0,KKR,Dubai International Stadium,03 October 2021
2033,Sunil Narine,4.0,21,4,11,5.25,6.0,RCB,Sharjah Cricket Stadium,11 October 2021
2034,Mohammad Shami,4.0,21,3,13,5.25,8.0,RR,Dubai International Stadium,21 September 2021
2035,Axar Patel,4.0,21,3,8,5.25,8.0,MI,Sharjah Cricket Stadium,02 October 2021
2036,Khaleel Ahmed,4.0,21,3,9,5.25,8.0,PBKS,Chidambaram,21 April 2021
2037,Mohammad Shami,4.0,21,2,7,5.25,12.0,MI,Chidambaram,23 April 2021
2038,Mohammad Shami,4.0,21,2,11,5.25,12.0,CSK,Wankhede Stadium,16 April 2021
2039,Ravi Bishnoi,4.0,21,2,10,5.25,12.0,MI,Chidambaram,23 April 2021
2040,Adam Milne,4.0,21,2,14,5.25,12.0,CSK,Dubai International Stadium,19 September 2021
2041,Axar Patel,4.0,21,2,9,5.25,12.0,SRH,Dubai International Stadium,22 September 2021
2042,Ravindra Jadeja,4.0,21,1,5,5.25,24.0,KKR,Zayed Cricket Stadium,26 September 2021
2043,Axar Patel,4.0,21,1,11,5.25,24.0,PBKS,Narendra Modi Stadium,02 May 2021
2044,Umran Malik,4.0,21,1,11,5.25,24.0,RCB,Zayed Cricket Stadium,06 October 2021
2045,Jagadeesha Suchith,4.0,21,0,9,5.25,0.0,DC,Chidambaram,25 April 2021
2046,Kagiso Rabada,4.0,21,0,12,5.25,0.0,CSK,Dubai International Stadium,04 October 2021
2047,Shahbaz Ahmed,4.0,21,0,7,5.25,0.0,SRH,Zayed Cricket Stadium,06 October 2021
2048,Bhuvneshwar Kumar,3.0,16,1,7,5.33,18.0,PBKS,Chidambaram,21 April 2021
2049,Moeen Ali,3.0,16,0,8,5.33,0.0,DC,Dubai International Stadium,04 October 2021
2050,Moeen Ali,3.0,16,0,4,5.33,0.0,MI,Dubai International Stadium,19 September 2021
2051,Harshal Patel,3.1,17,4,10,5.36,4.75,MI,Dubai International Stadium,26 September 2021
2052,Sunil Narine,4.0,22,2,10,5.5,12.0,PBKS,Narendra Modi Stadium,26 April 2021
2053,Ravi Bishnoi,4.0,22,2,9,5.5,12.0,KKR,Dubai International Stadium,01 October 2021
2054,Mustafizur Rahman,4.0,22,2,6,5.5,12.0,DC,Zayed Cricket Stadium,25 September 2021
2055,Chris Woakes,4.0,22,2,13,5.5,12.0,RR,Wankhede Stadium,15 April 2021
2056,Mohammad Shami,4.0,22,1,14,5.5,24.0,CSK,Dubai International Stadium,07 October 2021
2057,Mustafizur Rahman,4.0,22,1,13,5.5,24.0,KKR,Wankhede Stadium,24 April 2021
2058,Shahbaz Ahmed,2.0,11,1,2,5.5,12.0,PBKS,Narendra Modi Stadium,30 April 2021
2059,Arshdeep Singh,4.0,22,1,9,5.5,24.0,SRH,Sharjah Cricket Stadium,25 September 2021
2060,Fabian Allen,4.0,22,1,13,5.5,24.0,SRH,Chidambaram,21 April 2021
2061,Varun Chakaravarthy,4.0,22,1,9,5.5,24.0,CSK,Zayed Cricket Stadium,26 September 2021
2062,Avesh Khan,4.0,22,1,9,5.5,24.0,KKR,Sharjah Cricket Stadium,13 October 2021
2063,Rashid Khan,4.0,22,0,11,5.5,0.0,MI,Chidambaram,17 April 2021
2064,Deepak Hooda,4.0,22,0,12,5.5,0.0,SRH,Chidambaram,21 April 2021
2065,Harpreet Brar,4.0,22,0,12,5.5,0.0,CSK,Dubai International Stadium,07 October 2021
2066,Varun Chakaravarthy,4.0,22,0,9,5.5,0.0,MI,Zayed Cricket Stadium,23 September 2021
2067,Rahul Chahar,4.0,22,0,10,5.5,0.0,CSK,Dubai International Stadium,19 September 2021
2068,Murugan Ashwin,4.0,22,0,7,5.5,0.0,SRH,Chidambaram,21 April 2021
2069,Mohammed Siraj,4.0,22,0,12,5.5,0.0,MI,Chidambaram,09 April 2021
2070,Deepak Hooda,2.0,11,0,3,5.5,0.0,DC,Narendra Modi Stadium,02 May 2021
2071,Ravi Bishnoi,3.0,17,2,8,5.66,9.0,MI,Zayed Cricket Stadium,28 September 2021
2072,Moeen Ali,3.0,17,1,6,5.66,18.0,PBKS,Wankhede Stadium,16 April 2021
2073,Harpreet Brar,3.0,17,1,4,5.66,18.0,RR,Dubai International Stadium,21 September 2021
2074,Rahul Tewatia,3.0,17,1,6,5.66,18.0,DC,Zayed Cricket Stadium,25 September 2021
2075,Mohammed Siraj,3.0,17,0,11,5.66,0.0,KKR,Chidambaram,18 April 2021
2076,Mohammed Siraj,3.0,17,0,11,5.66,0.0,SRH,Zayed Cricket Stadium,06 October 2021
2077,Riley Meredith,3.4,21,0,14,5.72,0.0,CSK,Wankhede Stadium,16 April 2021
2078,Chris Morris,4.0,23,4,18,5.75,6.0,KKR,Wankhede Stadium,24 April 2021
2079,Avesh Khan,4.0,23,2,11,5.75,12.0,CSK,Wankhede Stadium,10 April 2021
2080,Glenn Maxwell,4.0,23,2,8,5.75,12.0,MI,Dubai International Stadium,26 September 2021
2081,Kagiso Rabada,4.0,23,2,13,5.75,12.0,KKR,Sharjah Cricket Stadium,13 October 2021
2082,Rashid Khan,4.0,23,1,13,5.75,24.0,KKR,Dubai International Stadium,03 October 2021
2083,Shakib Al Hasan,4.0,23,1,4,5.75,24.0,MI,Chidambaram,13 April 2021
2084,Chetan Sakariya,4.0,23,1,12,5.75,24.0,KKR,Sharjah Cricket Stadium,07 October 2021
2085,Mohammad Shami,4.0,23,1,10,5.75,24.0,KKR,Dubai International Stadium,01 October 2021
2086,Trent Boult,4.0,23,0,13,5.75,0.0,DC,Chidambaram,20 April 2021
2087,Amit Mishra,4.0,24,4,11,6.0,6.0,MI,Chidambaram,20 April 2021
2088,Pat Cummins,4.0,24,3,15,6.0,8.0,DC,Narendra Modi Stadium,29 April 2021
2089,Josh Hazlewood,4.0,24,3,13,6.0,8.0,SRH,Sharjah Cricket Stadium,30 September 2021
2090,Ravi Bishnoi,4.0,24,3,10,6.0,8.0,SRH,Sharjah Cricket Stadium,25 September 2021
2091,Dwayne Bravo,4.0,24,3,10,6.0,8.0,RCB,Sharjah Cricket Stadium,24 September 2021
2092,Jasprit Bumrah,4.0,24,2,11,6.0,12.0,PBKS,Zayed Cricket Stadium,28 September 2021
2093,Anrich Nortje,4.0,24,2,9,6.0,12.0,RCB,Dubai International Stadium,08 October 2021
2094,Sam Curran,4.0,24,2,14,6.0,12.0,RR,Wankhede Stadium,19 April 2021
2095,Chris Woakes,3.0,18,2,11,6.0,9.0,CSK,Wankhede Stadium,10 April 2021
2096,Kieron Pollard,2.0,12,2,4,6.0,6.0,CSK,Arun Jaitley Stadium,01 May 2021
2097,Lockie Ferguson,4.0,24,2,11,6.0,12.0,RCB,Zayed Cricket Stadium,20 September 2021
2098,Abhishek Sharma,4.0,24,2,10,6.0,12.0,PBKS,Chidambaram,21 April 2021
2099,Rashid Khan,4.0,24,2,10,6.0,12.0,KKR,Chidambaram,11 April 2021
