,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
621,Irfan Pathan,4.0,46,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
622,Harmeet Singh Bansal,4.0,46,0,0.0,RCB,IS Bindra Stadium,20 April 2012
623,Munaf Patel,4.0,46,0,0.0,CSK,Wankhede Stadium,06 May 2012
624,TP Sudhindra,4.0,46,1,24.0,CSK,ACA-VDCA Stadium,07 April 2012
625,Harshal Patel,4.0,46,1,24.0,KKR,M. Chinnaswamy Stadium,10 April 2012
626,Piyush Chawla,4.0,46,1,24.0,MI,IS Bindra Stadium,25 April 2012
627,Irfan Pathan,4.0,46,2,12.0,MI,Arun Jaitley Stadium,27 April 2012
628,Dhawal Kulkarni,4.0,46,3,8.0,CSK,M. Chinnaswamy Stadium,23 May 2012
629,Amit Singh,4.0,45,0,0.0,CSK,Chidambaram,21 April 2012
630,Ben Hilfenhaus,4.0,45,1,24.0,MI,M. Chinnaswamy Stadium,23 May 2012
631,Anand Rajan,4.0,45,1,24.0,RR,Sawai Mansingh Stadium,17 April 2012
632,Veer Pratap Singh,4.0,45,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012
633,Irfan Pathan,4.0,44,0,0.0,RCB,Arun Jaitley Stadium,17 May 2012
634,Shahbaz Nadeem,4.0,44,0,0.0,PWI,Arun Jaitley Stadium,21 April 2012
635,Amit Mishra,4.0,44,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
636,Siddharth Trivedi,4.0,44,0,0.0,RCB,Sawai Mansingh Stadium,23 April 2012
637,Brett Lee,4.0,44,0,0.0,MI,Eden Gardens,12 May 2012
638,Harshal Patel,4.0,44,1,24.0,PBKS,IS Bindra Stadium,20 April 2012
639,Muttiah Muralitharan,4.0,44,1,24.0,DC,Arun Jaitley Stadium,17 May 2012
640,Kieron Pollard,4.0,44,4,6.0,RR,Wankhede Stadium,11 April 2012
641,Anand Rajan,3.5,44,1,23.0,RCB,M. Chinnaswamy Stadium,06 May 2012
642,Dale Steyn,3.4,44,0,0.0,RR,Sawai Mansingh Stadium,17 April 2012
643,Harbhajan Singh,4.0,43,0,0.0,RR,Wankhede Stadium,11 April 2012
644,Dan Christian,4.0,43,1,24.0,RR,Sawai Mansingh Stadium,17 April 2012
645,Kevon Cooper,4.0,43,1,24.0,MI,Wankhede Stadium,11 April 2012
646,Ashish Nehra,4.0,43,1,24.0,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012
647,Amit Singh,3.5,43,2,11.5,RCB,M. Chinnaswamy Stadium,15 April 2012
648,TP Sudhindra,3.4,43,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
649,Praveen Kumar,4.0,42,0,0.0,RR,Sawai Mansingh Stadium,06 April 2012
650,Brett Lee,4.0,42,0,0.0,CSK,Chidambaram,27 May 2012
651,Harbhajan Singh,4.0,42,0,0.0,DC,Arun Jaitley Stadium,27 April 2012
652,Umesh Yadav,4.0,42,0,0.0,RCB,Arun Jaitley Stadium,17 May 2012
653,Pradeep Sangwan,4.0,42,1,24.0,DC,Arun Jaitley Stadium,07 May 2012
654,Ajit Agarkar,3.0,42,0,0.0,DEC,Arun Jaitley Stadium,19 April 2012
655,Munaf Patel,4.0,41,0,0.0,PBKS,Wankhede Stadium,22 April 2012
656,Andre Russell,4.0,41,0,0.0,RCB,Arun Jaitley Stadium,17 May 2012
657,Lasith Malinga,4.0,41,0,0.0,CSK,M. Chinnaswamy Stadium,23 May 2012
658,Rajat Bhatia,4.0,41,0,0.0,MI,Eden Gardens,12 May 2012
659,Munaf Patel,4.0,41,0,0.0,PBKS,IS Bindra Stadium,25 April 2012
660,RP Singh,4.0,41,0,0.0,DC,Arun Jaitley Stadium,27 April 2012
661,Ankeet Chavan,4.0,41,1,24.0,MI,Wankhede Stadium,11 April 2012
662,Ravichandran Ashwin,4.0,41,1,24.0,KKR,Chidambaram,27 May 2012
663,Parvinder Awana,4.0,41,1,24.0,DEC,IS Bindra Stadium,13 May 2012
664,Ashish Nehra,4.0,41,1,24.0,DEC,Barabati Stadium,01 May 2012
665,James Faulkner,4.0,41,2,12.0,RR,Sawai Mansingh Stadium,06 April 2012
666,Amit Singh,4.0,41,2,12.0,DC,Arun Jaitley Stadium,29 April 2012
667,Rajat Bhatia,3.0,41,1,18.0,RCB,Eden Gardens,28 April 2012
668,Shaun Tait,4.0,40,0,0.0,MI,Sawai Mansingh Stadium,20 May 2012
669,Umesh Yadav,4.0,40,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,24 April 2012
670,Bhuvneshwar Kumar,4.0,40,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012
671,Jacques Kallis,4.0,40,0,0.0,MI,Eden Gardens,12 May 2012
672,Vinay Kumar,4.0,40,1,24.0,PBKS,IS Bindra Stadium,20 April 2012
673,Praveen Kumar,4.0,40,1,24.0,CSK,Chidambaram,28 April 2012
674,Manpreet Gony,4.0,40,1,24.0,PBKS,IS Bindra Stadium,13 May 2012
675,Shadab Jakati,4.0,40,2,12.0,DC,Chidambaram,25 May 2012
676,Parvinder Awana,3.0,40,0,0.0,DC,HPCA Stadium,19 May 2012
677,Bipul Sharma,2.4,40,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012
678,Pragyan Ojha,4.0,39,0,0.0,DEC,ACA-VDCA Stadium,09 April 2012
679,Azhar Mahmood,4.0,39,0,0.0,MI,Wankhede Stadium,22 April 2012
680,Andre Russell,4.0,39,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
681,Shahbaz Nadeem,4.0,39,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
682,Murali Kartik,4.0,39,0,0.0,RR,Sawai Mansingh Stadium,13 May 2012
683,Ravindra Jadeja,4.0,39,1,24.0,KKR,Eden Gardens,14 May 2012
684,Rahul Sharma,4.0,39,1,24.0,DEC,Maharashtra Cricket Association's International Stadium,26 April 2012
685,Brett Lee,4.0,39,1,24.0,DC,Arun Jaitley Stadium,07 May 2012
686,Marlon Samuels,4.0,39,1,24.0,DEC,Maharashtra Cricket Association's International Stadium,26 April 2012
687,Dwayne Bravo,4.0,39,2,12.0,MI,Wankhede Stadium,06 May 2012
688,Azhar Mahmood,4.0,39,2,12.0,DEC,IS Bindra Stadium,13 May 2012
689,Brad Hogg,4.0,39,2,12.0,RCB,Sawai Mansingh Stadium,23 April 2012
690,Ashish Reddy,4.0,39,2,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012
691,Marlon Samuels,4.0,39,3,8.0,CSK,Chidambaram,19 April 2012
692,Parvinder Awana,4.0,39,3,8.0,MI,IS Bindra Stadium,25 April 2012
693,Sourav Ganguly,3.0,39,0,0.0,DEC,Barabati Stadium,01 May 2012
694,Chris Gayle,2.4,39,0,0.0,MI,M. Chinnaswamy Stadium,14 May 2012
695,Shadab Jakati,4.0,38,0,0.0,KKR,Chidambaram,27 May 2012
696,Nuwan Kulasekara,4.0,38,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012
697,Manpreet Gony,4.0,38,0,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
698,Syed Mohammad,4.0,38,0,0.0,MI,Wankhede Stadium,09 May 2012
699,Varun Aaron,4.0,38,1,24.0,RCB,Arun Jaitley Stadium,17 May 2012
700,Albie Morkel,4.0,38,1,24.0,KKR,Chidambaram,27 May 2012
701,Piyush Chawla,4.0,38,2,12.0,RR,IS Bindra Stadium,05 May 2012
702,Zaheer Khan,4.0,38,3,8.0,DC,Arun Jaitley Stadium,17 May 2012
703,Dwayne Bravo,3.0,38,0,0.0,RR,Sawai Mansingh Stadium,10 May 2012
704,Wayne Parnell,4.0,37,0,0.0,KKR,Eden Gardens,05 May 2012
705,Vinay Kumar,4.0,37,0,0.0,RR,Sawai Mansingh Stadium,23 April 2012
706,Sunil Narine,4.0,37,0,0.0,CSK,Chidambaram,27 May 2012
707,Siddharth Trivedi,4.0,37,0,0.0,MI,Sawai Mansingh Stadium,20 May 2012
708,Morne Morkel,4.0,37,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
709,Azhar Mahmood,4.0,37,0,0.0,RR,IS Bindra Stadium,05 May 2012
710,Umesh Yadav,4.0,37,1,24.0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
711,Juan Theron,4.0,37,2,12.0,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012
712,Albie Morkel,4.0,37,2,12.0,RCB,Chidambaram,12 April 2012
713,Robin Peterson,4.0,37,3,8.0,DC,Arun Jaitley Stadium,27 April 2012
714,Pankaj Singh,3.0,37,0,0.0,DEC,Sawai Mansingh Stadium,17 April 2012
715,Bhuvneshwar Kumar,3.0,37,0,0.0,CSK,Chidambaram,19 April 2012
716,Marchant de Lange,3.0,37,0,0.0,CSK,Eden Gardens,14 May 2012
717,Pawan Negi,3.0,37,0,0.0,RCB,Arun Jaitley Stadium,17 May 2012
718,Johan Botha,4.0,36,0,0.0,PBKS,Sawai Mansingh Stadium,06 April 2012
719,Vinay Kumar,4.0,36,1,24.0,MI,M. Chinnaswamy Stadium,14 May 2012
720,Harshal Patel,4.0,36,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
721,Shakib Al Hasan,4.0,36,1,24.0,DC,Maharashtra Cricket Association's International Stadium,22 May 2012
722,Zaheer Khan,4.0,36,1,24.0,DC,M. Chinnaswamy Stadium,07 April 2012
723,Clint McKay,4.0,36,1,24.0,PBKS,IS Bindra Stadium,25 April 2012
724,Ashish Reddy,4.0,36,1,24.0,RCB,M. Chinnaswamy Stadium,06 May 2012
725,Umesh Yadav,4.0,36,2,12.0,MI,Arun Jaitley Stadium,27 April 2012
726,Praveen Kumar,4.0,36,2,12.0,MI,Wankhede Stadium,22 April 2012
727,Marchant de Lange,3.0,36,0,0.0,DC,Eden Gardens,05 April 2012
728,Virat Kohli,2.0,36,0,0.0,CSK,Chidambaram,12 April 2012
729,Ashish Nehra,4.0,35,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,19 May 2012
730,Umesh Yadav,4.0,35,0,0.0,RR,Arun Jaitley Stadium,29 April 2012
731,Dwayne Bravo,4.0,35,0,0.0,DEC,Chidambaram,04 May 2012
732,Kevon Cooper,4.0,35,0,0.0,RCB,Sawai Mansingh Stadium,23 April 2012
733,Veer Pratap Singh,4.0,35,0,0.0,KKR,Barabati Stadium,22 April 2012
734,Jacques Kallis,4.0,35,0,0.0,RR,Sawai Mansingh Stadium,08 April 2012
735,Muttiah Muralitharan,4.0,35,0,0.0,RR,M. Chinnaswamy Stadium,15 April 2012
736,Praveen Kumar,4.0,35,0,0.0,RCB,IS Bindra Stadium,20 April 2012
737,Morne Morkel,4.0,35,1,24.0,KKR,Arun Jaitley Stadium,07 May 2012
738,Angelo Mathews,4.0,35,1,24.0,RCB,M. Chinnaswamy Stadium,17 April 2012
739,Dan Christian,4.0,35,1,24.0,CSK,Chidambaram,04 May 2012
740,Dan Christian,4.0,35,1,24.0,DC,Arun Jaitley Stadium,19 April 2012
741,Ravichandran Ashwin,4.0,35,1,24.0,PWI,Chidambaram,19 April 2012
742,Vinay Kumar,4.0,35,2,12.0,DC,Arun Jaitley Stadium,17 May 2012
743,Shahbaz Nadeem,4.0,35,2,12.0,MI,Arun Jaitley Stadium,27 April 2012
744,Shaun Tait,3.4,35,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
745,Harshal Patel,3.0,35,0,0.0,KKR,Eden Gardens,28 April 2012
746,Piyush Chawla,3.0,35,1,18.0,RCB,M. Chinnaswamy Stadium,02 May 2012
747,Veer Pratap Singh,3.0,35,2,9.0,CSK,Chidambaram,04 May 2012
748,Raju Bhatkal,2.0,35,0,0.0,CSK,Chidambaram,12 April 2012
749,Rahul Sharma,2.0,35,0,0.0,RCB,M. Chinnaswamy Stadium,17 April 2012
750,Ishant Sharma,4.0,66,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
751,Umesh Yadav,4.0,65,0,0.0,RCB,Arun Jaitley Stadium,10 May 2013
752,Ashok Dinda,4.0,63,0,0.0,MI,Wankhede Stadium,13 April 2013
753,Michael Neser,4.0,62,0,0.0,RCB,IS Bindra Stadium,06 May 2013
754,Ryan McLaren,4.0,60,2,12.0,MI,Wankhede Stadium,07 May 2013
755,Mitchell Marsh,3.0,56,1,18.0,RCB,M. Chinnaswamy Stadium,23 April 2013
756,Thisara Perera,3.3,55,0,0.0,MI,Wankhede Stadium,13 May 2013
757,Umesh Yadav,4.0,52,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2013
758,Ashok Dinda,4.0,52,2,12.0,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
759,Jacques Kallis,4.0,50,0,0.0,CSK,Chidambaram,28 April 2013
760,Dirk Nannes,4.0,50,0,0.0,KKR,Chidambaram,28 April 2013
761,Sachithra Senanayake,4.0,50,1,24.0,MI,Eden Gardens,24 April 2013
762,Kevon Cooper,4.0,49,0,0.0,CSK,Chidambaram,22 April 2013
763,Mitchell Johnson,4.0,49,2,12.0,DC,Wankhede Stadium,09 April 2013
764,Ashish Nehra,4.0,49,2,12.0,MI,Wankhede Stadium,09 April 2013
765,RP Singh,4.0,48,0,0.0,DC,M. Chinnaswamy Stadium,16 April 2013
766,Jacques Kallis,4.0,48,1,24.0,PWI,JSCA Stadium,15 May 2013
767,Vinay Kumar,4.0,48,1,24.0,PBKS,IS Bindra Stadium,06 May 2013
768,Ashok Dinda,4.0,48,2,12.0,RCB,M. Chinnaswamy Stadium,23 April 2013
769,Manpreet Gony,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2013
770,Ben Laughlin,4.0,46,0,0.0,MI,Wankhede Stadium,05 May 2013
771,Lasith Malinga,4.0,45,0,0.0,CSK,Arun Jaitley Stadium,21 May 2013
772,Lakshmipathy Balaji,4.0,45,0,0.0,CSK,Chidambaram,28 April 2013
773,Dale Steyn,4.0,45,1,24.0,CSK,Chidambaram,25 April 2013
774,Thisara Perera,4.0,45,3,8.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
775,Ravindra Jadeja,3.0,45,0,0.0,RR,Chidambaram,22 April 2013
776,Ali Murtaza,2.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,23 April 2013
777,Thisara Perera,4.0,44,0,0.0,KKR,Eden Gardens,14 April 2013
778,Muttiah Muralitharan,4.0,44,1,24.0,PBKS,M. Chinnaswamy Stadium,14 May 2013
779,Lakshmipathy Balaji,4.0,44,1,24.0,PBKS,Eden Gardens,26 April 2013
780,Moises Henriques,4.0,44,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013
781,Dwayne Bravo,4.0,44,2,12.0,MI,Chidambaram,06 April 2013
782,Piyush Chawla,4.0,44,2,12.0,DC,HPCA Stadium,16 May 2013
783,Dhawal Kulkarni,4.0,44,2,12.0,PBKS,Wankhede Stadium,29 April 2013
784,Mitchell Johnson,4.0,43,1,24.0,SRH,Wankhede Stadium,13 May 2013
785,Vinay Kumar,4.0,43,1,24.0,SRH,M. Chinnaswamy Stadium,09 April 2013
786,Syed Mohammad,4.0,43,1,24.0,MI,Wankhede Stadium,27 April 2013
787,Lasith Malinga,4.0,43,1,24.0,RR,Eden Gardens,24 May 2013
788,Manpreet Gony,4.0,43,1,24.0,MI,Wankhede Stadium,29 April 2013
789,Vinay Kumar,4.0,43,1,24.0,DC,Arun Jaitley Stadium,10 May 2013
790,Morne Morkel,4.0,43,1,24.0,MI,Wankhede Stadium,09 April 2013
791,Amit Mishra,4.0,42,0,0.0,RCB,M. Chinnaswamy Stadium,09 April 2013
792,Dirk Nannes,4.0,42,0,0.0,PWI,Chidambaram,15 April 2013
793,Dhawal Kulkarni,4.0,42,0,0.0,SRH,Wankhede Stadium,13 May 2013
794,Dan Christian,4.0,42,0,0.0,MI,M. Chinnaswamy Stadium,04 April 2013
795,James Faulkner,4.0,42,0,0.0,RCB,Sawai Mansingh Stadium,29 April 2013
796,Morne Morkel,4.0,42,1,24.0,CSK,Arun Jaitley Stadium,18 April 2013
797,Kevon Cooper,4.0,42,1,24.0,SRH,Sawai Mansingh Stadium,27 April 2013
798,Azhar Mahmood,4.0,42,2,12.0,PWI,IS Bindra Stadium,21 April 2013
799,Dwayne Bravo,4.0,42,4,6.0,MI,Eden Gardens,26 May 2013
800,Amit Mishra,4.0,41,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
801,Mitchell Johnson,4.0,41,0,0.0,RR,Sawai Mansingh Stadium,17 April 2013
802,Ashok Dinda,4.0,41,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2013
803,Lakshmipathy Balaji,4.0,41,1,24.0,PWI,JSCA Stadium,15 May 2013
804,Bhuvneshwar Kumar,4.0,41,1,24.0,RR,Maharashtra Cricket Association's International Stadium,11 April 2013
805,Manpreet Gony,4.0,41,2,12.0,RCB,IS Bindra Stadium,06 May 2013
806,RP Singh,3.5,41,0,0.0,CSK,Chidambaram,13 April 2013
807,Wayne Parnell,4.0,40,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013
808,Mitchell Johnson,4.0,40,0,0.0,CSK,Arun Jaitley Stadium,21 May 2013
809,Munaf Patel,4.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,04 April 2013
810,Morne Morkel,4.0,40,0,0.0,RR,Sawai Mansingh Stadium,07 May 2013
811,Azhar Mahmood,4.0,40,0,0.0,DC,HPCA Stadium,16 May 2013
812,Kieron Pollard,4.0,40,1,24.0,CSK,Chidambaram,06 April 2013
813,RP Singh,4.0,40,1,24.0,MI,Wankhede Stadium,27 April 2013
814,Brett Lee,4.0,40,2,12.0,DC,Eden Gardens,03 April 2013
815,Chris Morris,4.0,40,3,8.0,RCB,Chidambaram,13 April 2013
816,Siddarth Kaul,4.0,39,0,0.0,PBKS,HPCA Stadium,16 May 2013
817,Kevon Cooper,4.0,39,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
818,Irfan Pathan,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,16 April 2013
819,Parvinder Awana,4.0,39,0,0.0,RR,IS Bindra Stadium,09 May 2013
820,Jason Holder,4.0,39,0,0.0,DC,Chidambaram,14 May 2013
821,Ajit Chandila,4.0,39,0,0.0,RCB,Sawai Mansingh Stadium,29 April 2013
822,Lasith Malinga,4.0,39,1,24.0,PBKS,Wankhede Stadium,29 April 2013
823,Kevon Cooper,4.0,39,1,24.0,PWI,Sawai Mansingh Stadium,05 May 2013
824,Harmeet Singh Bansal,4.0,39,1,24.0,SRH,IS Bindra Stadium,11 May 2013
825,Lakshmipathy Balaji,4.0,39,1,24.0,PBKS,IS Bindra Stadium,16 April 2013
826,Parvinder Awana,4.0,39,2,12.0,KKR,IS Bindra Stadium,16 April 2013
827,Sandeep Sharma,4.0,39,2,12.0,MI,HPCA Stadium,18 May 2013
828,Lasith Malinga,4.0,39,3,8.0,PBKS,HPCA Stadium,18 May 2013
829,Parvinder Awana,4.0,39,3,8.0,RCB,M. Chinnaswamy Stadium,14 May 2013
830,Vinay Kumar,3.5,39,1,23.0,RR,Sawai Mansingh Stadium,29 April 2013
831,Shaun Tait,3.0,39,0,0.0,DC,Sawai Mansingh Stadium,07 May 2013
832,Praveen Kumar,4.0,38,0,0.0,CSK,Chidambaram,02 May 2013
833,Rahul Sharma,4.0,38,0,0.0,RR,Sawai Mansingh Stadium,05 May 2013
834,Umesh Yadav,4.0,38,0,0.0,PBKS,HPCA Stadium,16 May 2013
835,Kane Richardson,4.0,38,0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
836,James Faulkner,4.0,38,1,24.0,DC,Sawai Mansingh Stadium,07 May 2013
837,Pravin Tambe,4.0,38,1,24.0,MI,Wankhede Stadium,15 May 2013
838,Bhuvneshwar Kumar,4.0,38,1,24.0,RR,Sawai Mansingh Stadium,05 May 2013
839,Ajantha Mendis,4.0,38,1,24.0,PBKS,IS Bindra Stadium,21 April 2013
840,Parvinder Awana,4.0,38,1,24.0,PWI,IS Bindra Stadium,21 April 2013
841,Vinay Kumar,4.0,38,1,24.0,MI,Wankhede Stadium,27 April 2013
842,Ashish Nehra,4.0,38,2,12.0,PBKS,HPCA Stadium,16 May 2013
843,RP Singh,3.0,38,0,0.0,PBKS,IS Bindra Stadium,06 May 2013
844,Jasprit Bumrah,3.0,38,0,0.0,DC,Arun Jaitley Stadium,21 April 2013
845,Shanthakumaran Sreesanth,2.4,38,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
846,Ashish Nehra,4.0,37,0,0.0,CSK,Chidambaram,14 May 2013
847,Ashok Dinda,4.0,37,0,0.0,PBKS,IS Bindra Stadium,21 April 2013
848,Siddarth Kaul,4.0,37,0,0.0,CSK,Chidambaram,14 May 2013
849,Thisara Perera,4.0,37,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
850,Pragyan Ojha,4.0,37,0,0.0,SRH,Wankhede Stadium,13 May 2013
851,Irfan Pathan,4.0,37,1,24.0,MI,Wankhede Stadium,09 April 2013
852,James Faulkner,4.0,37,1,24.0,PBKS,IS Bindra Stadium,09 May 2013
853,Abhimanyu Mithun,4.0,37,1,24.0,KKR,JSCA Stadium,12 May 2013
854,Dale Steyn,4.0,37,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
855,Dwayne Bravo,4.0,37,1,24.0,KKR,Chidambaram,28 April 2013
856,Ashish Nehra,4.0,37,1,24.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
857,Jaydev Unadkat,4.0,37,2,12.0,PWI,M. Chinnaswamy Stadium,23 April 2013
858,Dwayne Bravo,4.0,37,2,12.0,SRH,Chidambaram,25 April 2013
859,Ajit Agarkar,3.0,37,0,0.0,MI,Arun Jaitley Stadium,21 April 2013
860,Rahul Sharma,4.0,36,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
861,Sandeep Sharma,4.0,36,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2013
862,Praveen Kumar,4.0,36,0,0.0,PWI,IS Bindra Stadium,21 April 2013
863,Morne Morkel,4.0,36,0,0.0,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
864,Morne Morkel,4.0,36,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2013
865,Albie Morkel,4.0,36,0,0.0,KKR,Eden Gardens,20 April 2013
866,Munaf Patel,4.0,36,0,0.0,DC,Arun Jaitley Stadium,21 April 2013
867,Kevon Cooper,4.0,36,0,0.0,SRH,Arun Jaitley Stadium,22 May 2013
868,Pragyan Ojha,4.0,36,0,0.0,RR,Eden Gardens,24 May 2013
869,Siddarth Kaul,4.0,36,1,24.0,RCB,Arun Jaitley Stadium,10 May 2013
870,Pragyan Ojha,4.0,36,1,24.0,RR,Wankhede Stadium,15 May 2013
871,Vinay Kumar,4.0,36,1,24.0,CSK,Chidambaram,13 April 2013
872,Chris Morris,4.0,36,1,24.0,RR,Sawai Mansingh Stadium,12 May 2013
873,James Faulkner,4.0,36,1,24.0,MI,Eden Gardens,24 May 2013
874,Dwayne Bravo,4.0,36,2,12.0,RR,Chidambaram,22 April 2013
875,Vinay Kumar,4.0,36,2,12.0,KKR,M. Chinnaswamy Stadium,11 April 2013
876,Umesh Yadav,4.0,36,2,12.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
877,Azhar Mahmood,3.5,36,1,23.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
878,Amit Mishra,3.0,36,0,0.0,MI,Wankhede Stadium,13 May 2013
879,Wayne Parnell,3.0,36,1,18.0,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
880,Iqbal Abdulla,4.0,35,0,0.0,MI,Eden Gardens,24 April 2013
881,Ravi Rampaul,4.0,35,0,0.0,DC,Arun Jaitley Stadium,10 May 2013
882,Morne Morkel,4.0,35,0,0.0,RCB,Arun Jaitley Stadium,10 May 2013
883,Vinay Kumar,4.0,35,0,0.0,PBKS,M. Chinnaswamy Stadium,14 May 2013
884,Siddharth Trivedi,4.0,35,0,0.0,DC,Arun Jaitley Stadium,06 April 2013
885,Sunil Narine,4.0,35,1,24.0,CSK,Chidambaram,28 April 2013
886,Shanthakumaran Sreesanth,4.0,35,1,24.0,RCB,Sawai Mansingh Stadium,29 April 2013
887,Kane Richardson,4.0,35,1,24.0,CSK,Maharashtra Cricket Association's International Stadium,30 April 2013
888,Parvinder Awana,4.0,35,1,24.0,SRH,IS Bindra Stadium,11 May 2013
889,Lasith Malinga,4.0,35,1,24.0,RR,Wankhede Stadium,15 May 2013
890,Roelof van der Merwe,4.0,35,1,24.0,MI,Arun Jaitley Stadium,21 April 2013
891,RP Singh,4.0,35,1,24.0,RR,Sawai Mansingh Stadium,29 April 2013
892,James Faulkner,4.0,35,1,24.0,PWI,Sawai Mansingh Stadium,05 May 2013
893,Murali Kartik,4.0,35,1,24.0,RR,M. Chinnaswamy Stadium,20 April 2013
894,Ravi Rampaul,4.0,35,1,24.0,MI,Wankhede Stadium,27 April 2013
895,Lakshmipathy Balaji,4.0,35,1,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
896,Parvinder Awana,4.0,35,1,24.0,RR,Sawai Mansingh Stadium,14 April 2013
897,Harbhajan Singh,4.0,35,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
898,Ishant Sharma,4.0,35,2,12.0,DC,Arun Jaitley Stadium,12 April 2013
899,Mitchell Marsh,4.0,35,2,12.0,CSK,Chidambaram,15 April 2013
900,Sandeep Sharma,4.0,65,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
901,Parvinder Awana,4.0,59,2,12.0,CSK,Wankhede Stadium,30 May 2014
902,Beuran Hendricks,4.0,57,0,0.0,RR,IS Bindra Stadium,23 May 2014
903,Amit Mishra,4.0,56,2,12.0,PBKS,Sharjah Cricket Stadium,22 April 2014
904,Harshal Patel,3.0,56,2,9.0,PBKS,M. Chinnaswamy Stadium,09 May 2014
905,Amit Mishra,4.0,54,0,0.0,MI,Dubai International Stadium,30 April 2014
906,Karanveer Singh,4.0,54,4,6.0,KKR,M. Chinnaswamy Stadium,01 June 2014
907,James Faulkner,3.4,54,0,0.0,MI,Wankhede Stadium,25 May 2014
908,Dale Steyn,4.0,51,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
909,Ashok Dinda,4.0,51,0,0.0,DC,Sharjah Cricket Stadium,17 April 2014
910,Murali Kartik,4.0,51,1,24.0,RR,Sharjah Cricket Stadium,20 April 2014
911,Mohit Sharma,4.0,51,1,24.0,DC,Arun Jaitley Stadium,05 May 2014
912,Ashish Nehra,4.0,51,2,12.0,PBKS,Wankhede Stadium,30 May 2014
913,Yuzvendra Chahal,4.0,50,0,0.0,KKR,Eden Gardens,22 May 2014
914,Dhawal Kulkarni,4.0,50,1,24.0,PBKS,Sharjah Cricket Stadium,20 April 2014
915,Krishmar Santokie,4.0,50,2,12.0,RR,Narendra Modi Stadium,19 May 2014
916,Ravindra Jadeja,4.0,48,0,0.0,PBKS,Wankhede Stadium,30 May 2014
917,Imran Tahir,4.0,48,0,0.0,RCB,M. Chinnaswamy Stadium,13 May 2014
918,James Faulkner,4.0,47,0,0.0,MI,Narendra Modi Stadium,19 May 2014
919,Mitchell Johnson,4.0,47,0,0.0,CSK,Zayed Cricket Stadium,18 April 2014
