,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
571,Irfan Pathan,4.0,16,1,0,11,24.0,KKR,Arun Jaitley Stadium,28 April 2011
572,Iqbal Abdulla,3.0,12,1,0,11,18.0,PWI,DY Patil Stadium,19 May 2011
573,Suresh Raina,4.0,16,0,0,11,0.0,DC,Chidambaram,12 May 2011
574,Dan Christian,3.0,12,0,0,11,0.0,KTK,Jawaharlal Nehru Stadium,27 April 2011
575,Daniel Vettori,4.0,17,1,0,11,24.0,KTK,Jawaharlal Nehru Stadium,09 April 2011
576,Dale Steyn,3.0,13,1,0,11,18.0,PBKS,HPCA Stadium,21 May 2011
577,Daniel Vettori,4.0,18,0,0,11,0.0,MI,M. Chinnaswamy Stadium,12 April 2011
578,Harbhajan Singh,3.0,14,2,0,11,9.0,DC,Arun Jaitley Stadium,10 April 2011
579,Siddharth Trivedi,4.0,19,3,0,11,8.0,KTK,Sawai Mansingh Stadium,24 April 2011
580,Amit Mishra,4.0,19,2,0,11,12.0,KKR,Eden Gardens,11 April 2011
581,Doug Bollinger,4.0,20,1,0,11,24.0,RCB,Wankhede Stadium,24 May 2011
582,Varun Aaron,4.0,20,1,0,11,24.0,CSK,Chidambaram,12 May 2011
583,Shrikant Wagh,3.0,16,3,0,11,6.0,PBKS,DY Patil Stadium,10 April 2011
584,Shaun Tait,4.0,22,3,1,11,8.0,PBKS,IS Bindra Stadium,21 April 2011
585,Praveen Kumar,4.0,22,2,0,11,12.0,RR,IS Bindra Stadium,21 April 2011
586,Bhargav Bhatt,4.0,22,2,0,11,12.0,KKR,Eden Gardens,30 April 2011
587,Morne Morkel,4.0,22,1,0,11,24.0,PBKS,HPCA Stadium,15 May 2011
588,Bipul Sharma,4.0,22,1,0,11,24.0,MI,Wankhede Stadium,02 May 2011
589,P Parameswaran,3.3,20,2,0,11,10.5,RR,Holkar Cricket Stadium,15 May 2011
590,Alfonso Thomas,4.0,23,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011
591,JP Duminy,4.0,23,1,0,11,24.0,PBKS,HPCA Stadium,21 May 2011
592,Ravichandran Ashwin,4.0,23,1,0,11,24.0,RCB,Chidambaram,16 April 2011
593,Suraj Randiv,4.0,23,0,0,11,0.0,PWI,Chidambaram,25 April 2011
594,Albie Morkel,4.0,24,2,0,11,12.0,RR,Chidambaram,04 May 2011
595,Dale Steyn,4.0,24,2,0,11,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
596,Piyush Chawla,4.0,24,1,0,11,24.0,RR,IS Bindra Stadium,21 April 2011
597,Shanthakumaran Sreesanth,4.0,24,1,0,11,24.0,DC,Arun Jaitley Stadium,02 May 2011
598,Brett Lee,4.0,24,0,0,11,0.0,DC,Arun Jaitley Stadium,28 April 2011
599,Ishant Sharma,4.0,24,0,0,11,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
600,Dale Steyn,4.0,8,3,0,18,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
601,Dale Steyn,4.0,10,2,0,17,12.0,MI,Wankhede Stadium,29 April 2012
602,Lasith Malinga,4.0,13,2,0,17,12.0,RR,Wankhede Stadium,11 April 2012
603,Zaheer Khan,4.0,15,1,1,17,24.0,RR,M. Chinnaswamy Stadium,15 April 2012
604,Ravindra Jadeja,4.0,16,5,0,17,4.8,DEC,ACA-VDCA Stadium,07 April 2012
605,Praveen Kumar,4.0,19,0,0,17,0.0,PWI,IS Bindra Stadium,12 April 2012
606,Brett Lee,4.0,21,0,0,17,0.0,RCB,M. Chinnaswamy Stadium,10 April 2012
607,Praveen Kumar,4.0,8,0,0,16,0.0,RCB,M. Chinnaswamy Stadium,02 May 2012
608,Morne Morkel,4.0,20,4,0,16,6.0,PBKS,HPCA Stadium,19 May 2012
609,Ben Hilfenhaus,4.0,8,2,1,15,12.0,RR,Sawai Mansingh Stadium,10 May 2012
610,Lakshmipathy Balaji,4.0,11,2,0,15,12.0,MI,Wankhede Stadium,16 May 2012
611,Umesh Yadav,4.0,11,2,0,15,12.0,MI,Wankhede Stadium,16 April 2012
612,Parvinder Awana,4.0,12,2,0,15,12.0,CSK,HPCA Stadium,17 May 2012
613,Ajit Chandila,4.0,13,4,0,15,6.0,PWI,Sawai Mansingh Stadium,13 May 2012
614,Harbhajan Singh,4.0,13,2,0,15,12.0,DEC,Wankhede Stadium,29 April 2012
615,Brett Lee,4.0,15,1,0,15,24.0,DEC,Barabati Stadium,22 April 2012
616,Shahbaz Nadeem,4.0,16,2,0,15,12.0,MI,Wankhede Stadium,16 April 2012
617,Ashok Dinda,4.0,18,4,0,15,6.0,MI,Wankhede Stadium,06 April 2012
618,Dhawal Kulkarni,4.0,18,3,1,15,8.0,RR,Sawai Mansingh Stadium,20 May 2012
619,Ashish Nehra,4.0,19,2,0,15,12.0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012
620,Ryan Harris,4.0,19,2,0,15,12.0,DC,HPCA Stadium,19 May 2012
621,Ben Hilfenhaus,4.0,20,1,0,15,24.0,PBKS,HPCA Stadium,17 May 2012
622,Shane Watson,4.0,22,2,1,15,12.0,PBKS,IS Bindra Stadium,05 May 2012
623,Johan Botha,4.0,22,1,0,15,24.0,KKR,Eden Gardens,13 April 2012
624,Azhar Mahmood,4.0,28,2,0,15,12.0,CSK,HPCA Stadium,17 May 2012
625,Dale Steyn,4.0,12,3,1,14,8.0,MI,ACA-VDCA Stadium,09 April 2012
626,Shaun Tait,4.0,13,3,0,14,8.0,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012
627,Sunil Narine,4.0,13,1,1,14,24.0,PWI,Eden Gardens,05 May 2012
628,Kieron Pollard,4.0,14,2,0,14,12.0,PBKS,Wankhede Stadium,22 April 2012
629,Zaheer Khan,4.0,16,0,0,14,0.0,MI,Wankhede Stadium,09 May 2012
630,Praveen Kumar,4.0,18,2,0,14,12.0,CSK,HPCA Stadium,17 May 2012
631,Pankaj Singh,4.0,18,2,0,14,12.0,RCB,M. Chinnaswamy Stadium,15 April 2012
632,Ankit Sharma,4.0,18,0,0,14,0.0,MI,ACA-VDCA Stadium,09 April 2012
633,KP Appanna,4.0,19,4,0,14,6.0,RR,Sawai Mansingh Stadium,23 April 2012
634,Umesh Yadav,4.0,19,3,1,14,8.0,PBKS,HPCA Stadium,19 May 2012
635,Yusuf Pathan,4.0,19,1,0,14,24.0,RCB,Eden Gardens,28 April 2012
636,Lasith Malinga,4.0,20,0,0,14,0.0,RCB,Wankhede Stadium,09 May 2012
637,Umesh Yadav,4.0,21,3,0,14,8.0,PBKS,Arun Jaitley Stadium,15 May 2012
638,Parvinder Awana,4.0,22,3,0,14,8.0,DC,Arun Jaitley Stadium,15 May 2012
639,Morne Morkel,4.0,22,2,1,14,12.0,MI,Wankhede Stadium,16 April 2012
640,Sunil Narine,4.0,23,2,0,14,12.0,DC,Arun Jaitley Stadium,07 May 2012
641,Shaun Tait,3.1,20,0,0,14,0.0,CSK,Sawai Mansingh Stadium,10 May 2012
642,Ben Hilfenhaus,4.0,27,3,0,14,8.0,DC,Chidambaram,12 May 2012
643,Brett Lee,4.0,29,2,0,14,12.0,RR,Sawai Mansingh Stadium,08 April 2012
644,Praveen Kumar,4.0,33,0,0,14,0.0,DC,HPCA Stadium,19 May 2012
645,Parvinder Awana,4.0,34,4,0,14,6.0,RCB,IS Bindra Stadium,20 April 2012
646,Sunil Narine,4.0,11,1,0,13,24.0,RCB,Eden Gardens,28 April 2012
647,Irfan Pathan,4.0,12,1,1,13,24.0,MI,Wankhede Stadium,16 April 2012
648,Sunil Narine,4.0,14,2,0,13,12.0,CSK,Eden Gardens,14 May 2012
649,Albie Morkel,4.0,15,1,0,13,24.0,DC,Chidambaram,12 May 2012
650,Lasith Malinga,3.5,16,2,0,13,11.5,CSK,Chidambaram,04 April 2012
651,Munaf Patel,4.0,17,1,0,13,24.0,KKR,Wankhede Stadium,16 May 2012
652,Nuwan Kulasekara,4.0,17,1,0,13,24.0,RR,Chidambaram,21 April 2012
653,Lakshmipathy Balaji,4.0,18,4,1,13,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012
654,Pawan Negi,4.0,18,4,0,13,6.0,RR,Sawai Mansingh Stadium,01 May 2012
655,Siddharth Trivedi,4.0,18,2,0,13,12.0,CSK,Sawai Mansingh Stadium,10 May 2012
656,Shaun Tait,4.0,18,2,0,13,12.0,PBKS,IS Bindra Stadium,05 May 2012
657,Harbhajan Singh,4.0,18,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012
658,Sunil Narine,4.0,19,5,0,13,4.8,PBKS,Eden Gardens,15 April 2012
659,Morne Morkel,4.0,19,2,0,13,12.0,CSK,Arun Jaitley Stadium,10 April 2012
660,Ravichandran Ashwin,4.0,19,1,0,13,24.0,RR,Chidambaram,21 April 2012
661,Albie Morkel,4.0,20,0,0,13,0.0,MI,Chidambaram,04 April 2012
662,Alfonso Thomas,4.0,22,3,0,13,8.0,DC,Arun Jaitley Stadium,21 April 2012
663,Ashish Nehra,4.0,23,3,0,13,8.0,RR,Sawai Mansingh Stadium,13 May 2012
664,Pragyan Ojha,4.0,23,1,0,13,24.0,PWI,Wankhede Stadium,06 April 2012
665,Dale Steyn,4.0,24,2,0,13,12.0,KKR,Barabati Stadium,22 April 2012
666,Munaf Patel,4.0,24,1,0,13,24.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012
667,Lasith Malinga,4.0,25,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012
668,Lakshmipathy Balaji,4.0,27,0,0,13,0.0,RR,Eden Gardens,13 April 2012
669,Ben Hilfenhaus,4.0,34,2,1,13,12.0,MI,Wankhede Stadium,06 May 2012
670,Rajat Bhatia,4.0,14,2,0,12,12.0,PBKS,Eden Gardens,15 April 2012
671,Praveen Kumar,4.0,15,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012
672,Sunil Narine,4.0,15,1,0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012
673,Lasith Malinga,4.0,16,2,1,12,12.0,PWI,Wankhede Stadium,06 April 2012
674,Dale Steyn,4.0,16,2,0,12,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
675,Rahul Sharma,4.0,16,1,0,12,24.0,MI,Wankhede Stadium,06 April 2012
676,Lasith Malinga,3.4,16,4,0,12,5.5,DEC,Wankhede Stadium,29 April 2012
677,Wayne Parnell,4.0,18,2,0,12,12.0,KKR,Maharashtra Cricket Association's International Stadium,19 May 2012
678,Vinay Kumar,4.0,18,2,0,12,12.0,KKR,M. Chinnaswamy Stadium,10 April 2012
679,Harbhajan Singh,4.0,18,0,0,12,0.0,DEC,ACA-VDCA Stadium,09 April 2012
680,Sunil Narine,3.1,15,4,0,12,4.75,MI,Wankhede Stadium,16 May 2012
681,Dale Steyn,4.0,19,2,0,12,12.0,DC,Arun Jaitley Stadium,19 April 2012
682,Munaf Patel,4.0,20,4,0,12,6.0,DEC,ACA-VDCA Stadium,09 April 2012
683,Siddharth Trivedi,4.0,20,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
684,Brad Hogg,4.0,20,1,0,12,24.0,KKR,Eden Gardens,13 April 2012
685,Ajit Chandila,4.0,20,1,0,12,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
686,Marlon Samuels,4.0,21,1,0,12,24.0,MI,Wankhede Stadium,06 April 2012
687,Ankeet Chavan,4.0,23,2,0,12,12.0,KKR,Sawai Mansingh Stadium,08 April 2012
688,Marlon Samuels,4.0,23,1,0,12,24.0,PBKS,Maharashtra Cricket Association's International Stadium,08 April 2012
689,Irfan Pathan,4.0,23,1,0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,24 April 2012
690,RP Singh,4.0,23,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,14 May 2012
691,Munaf Patel,4.0,23,1,0,12,24.0,DEC,Wankhede Stadium,29 April 2012
692,Jacques Kallis,4.0,24,2,0,12,12.0,DC,Maharashtra Cricket Association's International Stadium,22 May 2012
693,RP Singh,4.0,24,2,0,12,12.0,DC,Wankhede Stadium,16 April 2012
694,Shakib Al Hasan,4.0,25,1,0,12,24.0,MI,Wankhede Stadium,16 May 2012
695,Irfan Pathan,4.0,25,1,0,12,24.0,CSK,Arun Jaitley Stadium,10 April 2012
696,Irfan Pathan,4.0,25,0,0,12,0.0,PBKS,HPCA Stadium,19 May 2012
697,Ravichandran Ashwin,3.5,24,3,0,12,7.66,DC,Chidambaram,25 May 2012
698,Albie Morkel,3.0,19,0,0,12,0.0,RR,Sawai Mansingh Stadium,10 May 2012
699,Kevon Cooper,4.0,26,4,0,12,6.0,PBKS,Sawai Mansingh Stadium,06 April 2012
700,Shadab Jakati,4.0,26,2,0,12,12.0,KKR,Eden Gardens,14 May 2012
701,Bhuvneshwar Kumar,4.0,26,2,0,12,12.0,KKR,Eden Gardens,05 May 2012
702,Shakib Al Hasan,4.0,27,1,0,12,24.0,MI,Eden Gardens,12 May 2012
703,Azhar Mahmood,3.2,23,2,0,12,10.0,DC,HPCA Stadium,19 May 2012
704,RP Singh,4.0,28,3,0,12,8.0,CSK,Wankhede Stadium,06 May 2012
705,Daniel Vettori,4.0,29,1,0,12,24.0,KKR,Eden Gardens,28 April 2012
706,Umesh Yadav,4.0,29,0,0,12,0.0,PWI,Arun Jaitley Stadium,21 April 2012
707,Varun Aaron,4.0,30,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
708,Johan Botha,4.0,30,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,15 April 2012
709,Zaheer Khan,4.0,31,2,0,12,12.0,KKR,M. Chinnaswamy Stadium,10 April 2012
710,Morne Morkel,4.0,31,0,0,12,0.0,CSK,Chidambaram,12 May 2012
711,Vinay Kumar,4.0,34,2,0,12,12.0,MI,Wankhede Stadium,09 May 2012
712,Pankaj Singh,4.0,34,2,0,12,12.0,CSK,Sawai Mansingh Stadium,10 May 2012
713,Ben Hilfenhaus,4.0,45,1,0,12,24.0,MI,M. Chinnaswamy Stadium,23 May 2012
714,Kieron Pollard,4.0,15,2,0,11,12.0,CSK,Chidambaram,04 April 2012
715,Roelof van der Merwe,4.0,15,0,0,11,0.0,CSK,Arun Jaitley Stadium,10 April 2012
716,Muttiah Muralitharan,4.0,16,2,0,11,12.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
717,Shakib Al Hasan,4.0,17,3,0,11,8.0,RR,Eden Gardens,13 April 2012
718,Piyush Chawla,4.0,18,3,0,11,8.0,KKR,Eden Gardens,15 April 2012
719,Shakib Al Hasan,4.0,18,2,0,11,12.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012
720,Pawan Negi,4.0,18,1,0,11,24.0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
721,Piyush Chawla,4.0,19,2,0,11,12.0,KKR,IS Bindra Stadium,18 April 2012
722,Pragyan Ojha,4.0,19,1,0,11,24.0,DC,Wankhede Stadium,16 April 2012
723,Ankit Sharma,4.0,19,1,0,11,24.0,KKR,Barabati Stadium,22 April 2012
724,Kevon Cooper,4.0,19,0,0,11,0.0,DC,Arun Jaitley Stadium,29 April 2012
725,Jacques Kallis,4.0,20,2,0,11,12.0,DC,Arun Jaitley Stadium,07 May 2012
726,Piyush Chawla,4.0,20,2,0,11,12.0,CSK,Chidambaram,28 April 2012
727,Irfan Pathan,4.0,20,1,0,11,24.0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
728,Zaheer Khan,4.0,21,2,0,11,12.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
729,Vinay Kumar,4.0,22,3,0,11,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
730,Murali Kartik,4.0,22,1,0,11,24.0,KKR,Eden Gardens,05 May 2012
731,Manpreet Gony,4.0,22,0,0,11,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
732,Shane Watson,3.0,17,0,0,11,0.0,MI,Sawai Mansingh Stadium,20 May 2012
733,Parvinder Awana,4.0,23,2,0,11,12.0,MI,Wankhede Stadium,22 April 2012
734,Sunil Narine,4.0,24,2,0,11,12.0,DC,Maharashtra Cricket Association's International Stadium,22 May 2012
735,Sunil Narine,4.0,24,2,0,11,12.0,PBKS,IS Bindra Stadium,18 April 2012
736,Albie Morkel,4.0,24,1,0,11,24.0,KKR,Chidambaram,30 April 2012
737,Ryan Harris,4.0,24,1,0,11,24.0,CSK,HPCA Stadium,17 May 2012
738,Lasith Malinga,4.0,25,3,0,11,8.0,CSK,Wankhede Stadium,06 May 2012
739,Pankaj Singh,4.0,25,2,0,11,12.0,DC,Arun Jaitley Stadium,29 April 2012
740,Shadab Jakati,4.0,25,1,0,11,24.0,MI,M. Chinnaswamy Stadium,23 May 2012
741,Harshal Patel,4.0,25,1,0,11,24.0,MI,M. Chinnaswamy Stadium,14 May 2012
742,Wayne Parnell,4.0,25,1,1,11,24.0,DEC,Barabati Stadium,01 May 2012
743,Varun Aaron,4.0,25,0,0,11,0.0,PBKS,HPCA Stadium,19 May 2012
744,Morne Morkel,4.0,26,1,0,11,24.0,RR,Arun Jaitley Stadium,29 April 2012
745,Harbhajan Singh,3.0,20,0,1,11,0.0,CSK,M. Chinnaswamy Stadium,23 May 2012
746,Lasith Malinga,4.0,27,3,0,11,8.0,DEC,ACA-VDCA Stadium,09 April 2012
747,RP Singh,4.0,27,1,0,11,24.0,PBKS,IS Bindra Stadium,25 April 2012
748,Manpreet Gony,4.0,27,1,0,11,24.0,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012
749,Veer Pratap Singh,4.0,28,1,0,11,24.0,MI,Wankhede Stadium,29 April 2012
750,Amit Mishra,4.0,8,2,0,18,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
751,Praveen Kumar,4.0,10,2,1,17,12.0,RR,Sawai Mansingh Stadium,14 April 2013
752,Sunil Narine,4.0,11,0,1,17,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
753,Ryan Harris,4.0,12,1,0,17,24.0,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
754,RP Singh,4.0,13,3,0,17,8.0,RR,M. Chinnaswamy Stadium,20 April 2013
755,Mitchell Johnson,4.0,8,2,0,16,12.0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2013
756,Karn Sharma,4.0,8,0,1,16,0.0,CSK,Chidambaram,25 April 2013
757,Dale Steyn,4.0,15,1,1,16,24.0,RR,Sawai Mansingh Stadium,27 April 2013
758,Bhuvneshwar Kumar,4.0,18,3,0,16,8.0,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013
759,Sachithra Senanayake,4.0,18,1,0,16,24.0,CSK,Eden Gardens,20 April 2013
760,Mohit Sharma,4.0,20,0,0,16,0.0,MI,Wankhede Stadium,05 May 2013
761,Dale Steyn,4.0,11,2,1,15,12.0,DC,Arun Jaitley Stadium,12 April 2013
762,Bhuvneshwar Kumar,4.0,12,2,1,15,12.0,CSK,Chidambaram,15 April 2013
763,Sunil Narine,4.0,12,2,0,15,12.0,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
764,Ishant Sharma,4.0,15,2,1,15,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
765,Irfan Pathan,4.0,16,1,0,15,24.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
766,Amit Mishra,4.0,16,1,1,15,24.0,RR,Arun Jaitley Stadium,22 May 2013
767,Murali Kartik,4.0,17,1,0,15,24.0,KKR,JSCA Stadium,12 May 2013
768,Manpreet Gony,4.0,18,1,0,15,24.0,KKR,IS Bindra Stadium,16 April 2013
769,Dhawal Kulkarni,4.0,19,3,0,15,8.0,RCB,Wankhede Stadium,27 April 2013
770,Piyush Chawla,4.0,20,2,0,15,12.0,MI,HPCA Stadium,18 May 2013
771,Ravi Rampaul,3.4,19,2,1,15,11.0,RR,M. Chinnaswamy Stadium,20 April 2013
772,Harbhajan Singh,4.0,21,1,0,15,24.0,RCB,M. Chinnaswamy Stadium,04 April 2013
773,Mohit Sharma,4.0,22,2,0,15,12.0,DC,Chidambaram,14 May 2013
774,Mitchell Johnson,4.0,22,1,0,15,24.0,CSK,Chidambaram,06 April 2013
775,Dale Steyn,4.0,23,1,0,15,24.0,RR,Arun Jaitley Stadium,22 May 2013
776,Bhuvneshwar Kumar,4.0,23,0,0,15,0.0,RCB,M. Chinnaswamy Stadium,23 April 2013
777,Dale Steyn,3.5,11,3,0,14,7.66,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
778,Sunil Narine,4.0,13,4,0,14,6.0,DC,Eden Gardens,03 April 2013
779,Mitchell Johnson,4.0,13,2,0,14,12.0,KKR,Wankhede Stadium,07 May 2013
780,Dale Steyn,4.0,14,1,0,14,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
781,Sunil Narine,4.0,14,0,0,14,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
782,Parvinder Awana,4.0,16,1,0,14,24.0,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
783,Siddharth Trivedi,4.0,17,1,1,14,24.0,MI,Sawai Mansingh Stadium,17 April 2013
784,Dirk Nannes,3.5,17,2,0,14,11.5,PBKS,IS Bindra Stadium,10 April 2013
785,Shanthakumaran Sreesanth,4.0,18,1,0,14,24.0,DC,Arun Jaitley Stadium,06 April 2013
786,Jason Holder,4.0,20,2,0,14,12.0,RR,Sawai Mansingh Stadium,12 May 2013
787,Brett Lee,4.0,20,1,0,14,24.0,RR,Sawai Mansingh Stadium,08 April 2013
788,RP Singh,4.0,20,1,0,14,24.0,PWI,M. Chinnaswamy Stadium,23 April 2013
789,Ravichandran Ashwin,4.0,21,2,1,14,12.0,KKR,Eden Gardens,20 April 2013
790,Dale Steyn,4.0,21,2,0,14,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
791,Ravi Rampaul,4.0,21,2,0,14,12.0,PWI,M. Chinnaswamy Stadium,23 April 2013
792,Mohit Sharma,4.0,21,1,0,14,24.0,RR,Sawai Mansingh Stadium,12 May 2013
793,Ravichandran Ashwin,4.0,21,1,0,14,24.0,MI,Chidambaram,06 April 2013
794,Morne Morkel,4.0,22,1,0,14,24.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
795,Sandeep Sharma,4.0,23,3,1,14,8.0,DC,HPCA Stadium,16 May 2013
796,Mitchell Johnson,4.0,23,2,0,14,12.0,RR,Wankhede Stadium,15 May 2013
797,Ravindra Jadeja,4.0,26,1,0,14,24.0,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
798,Jacques Kallis,4.0,30,0,1,14,0.0,RCB,M. Chinnaswamy Stadium,11 April 2013
799,Ashok Dinda,4.0,31,3,0,14,8.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
800,Lakshmipathy Balaji,3.0,7,0,1,13,0.0,MI,Wankhede Stadium,07 May 2013
801,Jacques Kallis,4.0,13,3,0,13,8.0,SRH,Eden Gardens,14 April 2013
802,Harbhajan Singh,4.0,13,1,0,13,24.0,CSK,Wankhede Stadium,05 May 2013
803,Thisara Perera,3.1,11,2,0,13,9.5,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
804,Ishant Sharma,3.0,11,1,1,13,18.0,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
805,Amit Mishra,4.0,15,1,0,13,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
806,James Faulkner,4.0,16,0,0,13,0.0,KKR,Eden Gardens,03 May 2013
807,Dale Steyn,4.0,16,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,09 April 2013
808,James Faulkner,4.0,17,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
809,Ravi Rampaul,4.0,17,1,1,13,24.0,KKR,JSCA Stadium,12 May 2013
810,Roelof van der Merwe,4.0,17,1,1,13,24.0,PBKS,Arun Jaitley Stadium,23 April 2013
811,Sunil Narine,4.0,17,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,11 April 2013
812,Dale Steyn,4.0,17,0,1,13,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
813,Ajit Chandila,3.0,13,2,0,13,9.0,SRH,Sawai Mansingh Stadium,27 April 2013
814,Vinay Kumar,4.0,18,3,0,13,8.0,RR,M. Chinnaswamy Stadium,20 April 2013
815,Mitchell Johnson,4.0,19,2,0,13,12.0,CSK,Eden Gardens,26 May 2013
816,Praveen Kumar,4.0,19,1,0,13,24.0,DC,HPCA Stadium,16 May 2013
817,James Faulkner,4.0,20,5,0,13,4.8,SRH,Sawai Mansingh Stadium,27 April 2013
818,Thisara Perera,4.0,20,3,0,13,8.0,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013
819,Shanthakumaran Sreesanth,4.0,20,2,1,13,12.0,PBKS,Sawai Mansingh Stadium,14 April 2013
820,Dale Steyn,4.0,20,2,0,13,12.0,PBKS,IS Bindra Stadium,11 May 2013
821,Ashok Dinda,4.0,21,2,0,13,12.0,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
822,Lasith Malinga,4.0,22,2,0,13,12.0,CSK,Eden Gardens,26 May 2013
823,Ishant Sharma,4.0,22,1,0,13,24.0,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013
824,Anand Rajan,4.0,22,1,0,13,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
825,Ishant Sharma,4.0,22,0,0,13,0.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
826,Umesh Yadav,4.0,24,2,0,13,12.0,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
827,Dale Steyn,4.0,24,2,0,13,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
828,Jaydev Unadkat,4.0,25,5,0,13,4.8,DC,Arun Jaitley Stadium,10 May 2013
829,Shanthakumaran Sreesanth,4.0,25,1,0,13,24.0,KKR,Sawai Mansingh Stadium,08 April 2013
830,Mitchell Johnson,4.0,26,2,0,13,12.0,KKR,Eden Gardens,24 April 2013
831,Mohit Sharma,4.0,26,1,0,13,24.0,MI,Eden Gardens,26 May 2013
832,Praveen Kumar,4.0,28,0,0,13,0.0,KKR,Eden Gardens,26 April 2013
833,Ryan Harris,4.0,30,0,0,13,0.0,RR,Sawai Mansingh Stadium,14 April 2013
834,Bhuvneshwar Kumar,4.0,30,0,0,13,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
835,Dirk Nannes,4.0,31,1,0,13,24.0,RCB,Chidambaram,13 April 2013
836,Ishant Sharma,3.4,30,1,0,13,22.0,RCB,M. Chinnaswamy Stadium,09 April 2013
837,Wayne Parnell,4.0,34,2,0,13,12.0,KKR,JSCA Stadium,15 May 2013
838,Azhar Mahmood,4.0,35,3,0,13,8.0,KKR,Eden Gardens,26 April 2013
839,Lasith Malinga,3.0,6,2,0,12,9.0,CSK,Wankhede Stadium,05 May 2013
840,Ankeet Chavan,3.0,10,0,0,12,0.0,MI,Sawai Mansingh Stadium,17 April 2013
841,Ali Murtaza,4.0,15,3,0,12,8.0,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
842,Ajantha Mendis,4.0,15,1,0,12,24.0,MI,Maharashtra Cricket Association's International Stadium,11 May 2013
843,James Faulkner,4.0,16,5,1,12,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
