,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0
1957,Sunil Narine,4.0,21,4,6.0,RCB,Sharjah Cricket Stadium,11 October 2021,
1958,Deepak Chahar,4.0,13,4,6.0,PBKS,Wankhede Stadium,16 April 2021,
1959,Deepak Chahar,4.0,29,4,6.0,KKR,Wankhede Stadium,21 April 2021,
1960,Amit Mishra,4.0,24,4,6.0,MI,Chidambaram,20 April 2021,
1961,Rahul Chahar,4.0,27,4,6.0,KKR,Chidambaram,13 April 2021,
1962,Jason Holder,4.0,52,4,6.0,MI,Zayed Cricket Stadium,08 October 2021,
1963,Chris Morris,4.0,23,4,6.0,KKR,Wankhede Stadium,24 April 2021,
1964,Nathan Coulter-Nile,4.0,14,4,6.0,RR,Sharjah Cricket Stadium,05 October 2021,
1965,Kyle Jamieson,3.0,41,3,6.0,KKR,Chidambaram,18 April 2021,
1966,Moeen Ali,3.0,7,3,6.0,RR,Wankhede Stadium,19 April 2021,
1967,Andre Russell,3.0,9,3,6.0,RCB,Zayed Cricket Stadium,20 September 2021,
1968,Avesh Khan,3.0,13,3,6.0,KKR,Sharjah Cricket Stadium,28 September 2021,
1969,Shardul Thakur,3.0,28,3,6.0,PBKS,Dubai International Stadium,07 October 2021,
1970,Shahbaz Ahmed,2.0,10,2,6.0,RR,Dubai International Stadium,29 September 2021,
1971,Lockie Ferguson,2.0,10,2,6.0,DC,Sharjah Cricket Stadium,28 September 2021,
1972,Kieron Pollard,2.0,12,2,6.0,CSK,Arun Jaitley Stadium,01 May 2021,
1973,Avesh Khan,2.0,15,2,6.0,MI,Chidambaram,20 April 2021,
1974,Trent Boult,3.4,28,3,7.33,SRH,Chidambaram,17 April 2021,
1975,Tom Curran,3.4,29,3,7.33,CSK,Dubai International Stadium,10 October 2021,
1976,Avesh Khan,4.0,15,3,8.0,MI,Sharjah Cricket Stadium,02 October 2021,
1977,Kagiso Rabada,4.0,37,3,8.0,SRH,Dubai International Stadium,22 September 2021,
1978,Harshal Patel,4.0,47,3,8.0,RR,Wankhede Stadium,22 April 2021,
1979,Jimmy Neesham,4.0,12,3,8.0,RR,Sharjah Cricket Stadium,05 October 2021,
1980,Ravi Bishnoi,4.0,24,3,8.0,SRH,Sharjah Cricket Stadium,25 September 2021,
1981,Mohammad Shami,4.0,39,3,8.0,RCB,Sharjah Cricket Stadium,03 October 2021,
1982,Khaleel Ahmed,4.0,21,3,8.0,PBKS,Chidambaram,21 April 2021,
1983,Mustafizur Rahman,4.0,20,3,8.0,SRH,Arun Jaitley Stadium,02 May 2021,
1984,Yuzvendra Chahal,4.0,11,3,8.0,MI,Dubai International Stadium,26 September 2021,
1985,Shardul Thakur,4.0,38,3,8.0,KKR,Dubai International Stadium,15 October 2021,
1986,Rahul Tewatia,4.0,39,3,8.0,CSK,Zayed Cricket Stadium,02 October 2021,
1987,Avesh Khan,4.0,34,3,8.0,SRH,Chidambaram,25 April 2021,
1988,Harshal Patel,4.0,34,3,8.0,RR,Dubai International Stadium,29 September 2021,
1989,Chetan Sakariya,4.0,31,3,8.0,PBKS,Wankhede Stadium,12 April 2021,
1990,Chetan Sakariya,4.0,36,3,8.0,CSK,Wankhede Stadium,19 April 2021,
1991,Arshdeep Singh,4.0,32,3,8.0,KKR,Dubai International Stadium,01 October 2021,
1992,Avesh Khan,4.0,32,3,8.0,RR,Wankhede Stadium,15 April 2021,
1993,Ravindra Jadeja,4.0,13,3,8.0,RCB,Wankhede Stadium,25 April 2021,
1994,Kagiso Rabada,4.0,36,3,8.0,PBKS,Narendra Modi Stadium,02 May 2021,
1995,Jason Holder,4.0,27,3,8.0,CSK,Sharjah Cricket Stadium,30 September 2021,
1996,Arshdeep Singh,4.0,35,3,8.0,RR,Wankhede Stadium,12 April 2021,
1997,Rashid Khan,4.0,36,3,8.0,CSK,Arun Jaitley Stadium,28 April 2021,
1998,Harshal Patel,4.0,51,3,8.0,CSK,Wankhede Stadium,25 April 2021,
1999,Mohammad Shami,4.0,21,3,8.0,RR,Dubai International Stadium,21 September 2021,
2000,Lockie Ferguson,4.0,18,3,8.0,RR,Sharjah Cricket Stadium,07 October 2021,
2001,Lungi Ngidi,4.0,28,3,8.0,KKR,Wankhede Stadium,21 April 2021,
2002,Dwayne Bravo,4.0,25,3,8.0,MI,Dubai International Stadium,19 September 2021,
2003,Jasprit Bumrah,4.0,36,3,8.0,RCB,Dubai International Stadium,26 September 2021,
2004,Pat Cummins,4.0,24,3,8.0,DC,Narendra Modi Stadium,29 April 2021,
2005,Jason Holder,4.0,19,3,8.0,PBKS,Sharjah Cricket Stadium,25 September 2021,
2006,Yuzvendra Chahal,4.0,29,3,8.0,PBKS,Sharjah Cricket Stadium,03 October 2021,
2007,Rahul Chahar,4.0,19,3,8.0,SRH,Chidambaram,17 April 2021,
2008,Prasidh Krishna,4.0,30,3,8.0,PBKS,Narendra Modi Stadium,26 April 2021,
2009,Jasprit Bumrah,4.0,43,3,8.0,KKR,Zayed Cricket Stadium,23 September 2021,
2010,Harshal Patel,4.0,33,3,8.0,SRH,Zayed Cricket Stadium,06 October 2021,
2011,Sam Curran,4.0,34,3,8.0,MI,Arun Jaitley Stadium,01 May 2021,
2012,Sunil Narine,4.0,41,3,8.0,CSK,Zayed Cricket Stadium,26 September 2021,
2013,Dwayne Bravo,4.0,24,3,8.0,RCB,Sharjah Cricket Stadium,24 September 2021,
2014,Axar Patel,4.0,21,3,8.0,MI,Sharjah Cricket Stadium,02 October 2021,
2015,Jason Holder,4.0,30,3,8.0,RCB,Chidambaram,14 April 2021,
2016,Mohammed Siraj,4.0,27,3,8.0,RR,Wankhede Stadium,22 April 2021,
2017,Harpreet Brar,4.0,19,3,8.0,RCB,Narendra Modi Stadium,30 April 2021,
2018,Moises Henriques,4.0,12,3,8.0,RCB,Sharjah Cricket Stadium,03 October 2021,
2019,Josh Hazlewood,4.0,24,3,8.0,SRH,Sharjah Cricket Stadium,30 September 2021,
2020,Jaydev Unadkat,4.0,15,3,8.0,DC,Wankhede Stadium,15 April 2021,
2021,Varun Chakaravarthy,4.0,13,3,8.0,RCB,Zayed Cricket Stadium,20 September 2021,
2022,Chris Morris,4.0,29,3,8.0,SRH,Arun Jaitley Stadium,02 May 2021,
2023,Vijay Shankar,3.0,19,2,9.0,MI,Chidambaram,17 April 2021,
2024,Chris Woakes,3.0,18,2,9.0,CSK,Wankhede Stadium,10 April 2021,
2025,Lalit Yadav,3.0,13,2,9.0,KKR,Narendra Modi Stadium,29 April 2021,
2026,Kyle Jamieson,3.0,32,2,9.0,PBKS,Narendra Modi Stadium,30 April 2021,
2027,Jimmy Neesham,3.0,28,2,9.0,SRH,Zayed Cricket Stadium,08 October 2021,
2028,Ravi Bishnoi,3.0,17,2,9.0,MI,Zayed Cricket Stadium,28 September 2021,
2029,Chris Jordan,3.0,20,2,9.0,CSK,Dubai International Stadium,07 October 2021,
2030,Pat Cummins,3.0,31,2,9.0,PBKS,Narendra Modi Stadium,26 April 2021,
2031,Dan Christian,3.0,14,2,9.0,SRH,Zayed Cricket Stadium,06 October 2021,
2032,Mustafizur Rahman,3.0,20,2,9.0,RCB,Dubai International Stadium,29 September 2021,
2033,Harshal Patel,3.1,25,2,9.5,CSK,Sharjah Cricket Stadium,24 September 2021,
2034,Shardul Thakur,3.4,53,2,11.0,DC,Wankhede Stadium,10 April 2021,
2035,Ravichandran Ashwin,3.5,27,2,11.5,KKR,Sharjah Cricket Stadium,13 October 2021,
2036,Avesh Khan,4.0,23,2,12.0,CSK,Wankhede Stadium,10 April 2021,
2037,Varun Chakaravarthy,4.0,39,2,12.0,RCB,Chidambaram,18 April 2021,
2038,Chris Morris,4.0,33,2,12.0,MI,Arun Jaitley Stadium,29 April 2021,
2039,Anrich Nortje,4.0,18,2,12.0,RR,Zayed Cricket Stadium,25 September 2021,
2040,Josh Hazlewood,4.0,29,2,12.0,DC,Dubai International Stadium,10 October 2021,
2041,Mohammad Shami,4.0,21,2,12.0,CSK,Wankhede Stadium,16 April 2021,
2042,Axar Patel,4.0,26,2,12.0,SRH,Chidambaram,25 April 2021,
2043,Mohammed Siraj,4.0,25,2,12.0,DC,Dubai International Stadium,08 October 2021,
2044,Rashid Khan,4.0,18,2,12.0,RCB,Chidambaram,14 April 2021,
2045,Trent Boult,4.0,35,2,12.0,CSK,Dubai International Stadium,19 September 2021,
2046,Sunil Narine,4.0,18,2,12.0,DC,Sharjah Cricket Stadium,28 September 2021,
2047,Chris Morris,4.0,41,2,12.0,PBKS,Wankhede Stadium,12 April 2021,
2048,Chris Morris,4.0,33,2,12.0,CSK,Wankhede Stadium,19 April 2021,
2049,Ravi Bishnoi,4.0,17,2,12.0,RCB,Narendra Modi Stadium,30 April 2021,
2050,Jasprit Bumrah,4.0,26,2,12.0,RCB,Chidambaram,09 April 2021,
2051,Harshal Patel,4.0,37,2,12.0,DC,Narendra Modi Stadium,27 April 2021,
2052,Prasidh Krishna,4.0,43,2,12.0,MI,Zayed Cricket Stadium,23 September 2021,
2053,Varun Chakaravarthy,4.0,24,2,12.0,PBKS,Dubai International Stadium,01 October 2021,
2054,Nathan Coulter-Nile,4.0,40,2,12.0,SRH,Zayed Cricket Stadium,08 October 2021,
2055,Mustafizur Rahman,4.0,29,2,12.0,DC,Wankhede Stadium,15 April 2021,
2056,Imran Tahir,4.0,16,2,12.0,RCB,Wankhede Stadium,25 April 2021,
2057,Lockie Ferguson,4.0,24,2,12.0,RCB,Zayed Cricket Stadium,20 September 2021,
2058,Jasprit Bumrah,4.0,24,2,12.0,PBKS,Zayed Cricket Stadium,28 September 2021,
2059,Arshdeep Singh,4.0,35,2,12.0,CSK,Dubai International Stadium,07 October 2021,
2060,Pat Cummins,4.0,24,2,12.0,MI,Chidambaram,13 April 2021,
2061,Axar Patel,4.0,18,2,12.0,CSK,Dubai International Stadium,04 October 2021,
2062,Jhye Richardson,4.0,41,2,12.0,DC,Wankhede Stadium,18 April 2021,
2063,Mustafizur Rahman,4.0,22,2,12.0,DC,Zayed Cricket Stadium,25 September 2021,
2064,Mohammed Siraj,4.0,19,2,12.0,KKR,Sharjah Cricket Stadium,11 October 2021,
2065,Axar Patel,4.0,21,2,12.0,SRH,Dubai International Stadium,22 September 2021,
2066,Anrich Nortje,4.0,24,2,12.0,RCB,Dubai International Stadium,08 October 2021,
2067,Mohammad Shami,4.0,21,2,12.0,MI,Chidambaram,23 April 2021,
2068,Adam Milne,4.0,21,2,12.0,CSK,Dubai International Stadium,19 September 2021,
2069,Jasprit Bumrah,4.0,14,2,12.0,RR,Sharjah Cricket Stadium,05 October 2021,
2070,Shardul Thakur,4.0,20,2,12.0,KKR,Zayed Cricket Stadium,26 September 2021,
2071,Varun Chakaravarthy,4.0,26,2,12.0,SRH,Dubai International Stadium,03 October 2021,
2072,Varun Chakaravarthy,4.0,26,2,12.0,DC,Sharjah Cricket Stadium,13 October 2021,
2073,Marco Jansen,4.0,28,2,12.0,RCB,Chidambaram,09 April 2021,
2074,Lungi Ngidi,4.0,35,2,12.0,SRH,Arun Jaitley Stadium,28 April 2021,
2075,Trent Boult,4.0,27,2,12.0,KKR,Chidambaram,13 April 2021,
2076,Glenn Maxwell,4.0,23,2,12.0,MI,Dubai International Stadium,26 September 2021,
2077,Shardul Thakur,4.0,13,2,12.0,DC,Dubai International Stadium,04 October 2021,
2078,Josh Hazlewood,4.0,29,2,12.0,KKR,Dubai International Stadium,15 October 2021,
2079,Mohammad Nabi,4.0,32,2,12.0,KKR,Chidambaram,11 April 2021,
2080,Axar Patel,4.0,32,2,12.0,KKR,Narendra Modi Stadium,29 April 2021,
2081,Chetan Sakariya,4.0,33,2,12.0,DC,Zayed Cricket Stadium,25 September 2021,
2082,Shardul Thakur,4.0,30,2,12.0,RR,Zayed Cricket Stadium,02 October 2021,
2083,Harshal Patel,4.0,19,2,12.0,KKR,Sharjah Cricket Stadium,11 October 2021,
2084,Anrich Nortje,4.0,12,2,12.0,SRH,Dubai International Stadium,22 September 2021,
2085,Mohammed Siraj,4.0,25,2,12.0,SRH,Chidambaram,14 April 2021,
2086,Ravi Bishnoi,4.0,21,2,12.0,MI,Chidambaram,23 April 2021,
2087,Jasprit Bumrah,4.0,33,2,12.0,CSK,Dubai International Stadium,19 September 2021,
2088,Venkatesh Iyer,4.0,29,2,12.0,DC,Sharjah Cricket Stadium,28 September 2021,
2089,Josh Hazlewood,4.0,40,2,12.0,KKR,Zayed Cricket Stadium,26 September 2021,
2090,Shivam Mavi,4.0,29,2,12.0,SRH,Dubai International Stadium,03 October 2021,
2091,Kagiso Rabada,4.0,23,2,12.0,KKR,Sharjah Cricket Stadium,13 October 2021,
2092,Harshal Patel,4.0,17,2,12.0,KKR,Chidambaram,18 April 2021,
2093,Shardul Thakur,4.0,29,2,12.0,RCB,Sharjah Cricket Stadium,24 September 2021,
2094,Ravi Bishnoi,4.0,22,2,12.0,KKR,Dubai International Stadium,01 October 2021,
2095,Jasprit Bumrah,4.0,39,2,12.0,SRH,Zayed Cricket Stadium,08 October 2021,
2096,Chris Woakes,4.0,22,2,12.0,RR,Wankhede Stadium,15 April 2021,
2097,Ravindra Jadeja,4.0,28,2,12.0,DC,Dubai International Stadium,04 October 2021,
2098,Ravindra Jadeja,4.0,37,2,12.0,KKR,Dubai International Stadium,15 October 2021,
